timestamp,rtl_time_s,rtl_limit_fraction
8012000,2.6399003e-11,2.9332226e-14
9044000,0.009527916,1.0586574e-05
10076000,0.013451008,1.49455645e-05
11084000,0.0050466927,5.6074364e-06
12092000,0.010986297,1.2206997e-05
13096000,0.021249846,2.361094e-05
14104000,0.03345927,3.7176964e-05
15116000,0.0006327007,7.030008e-07
16124000,0.009122101,1.0135668e-05
17132000,0.015008902,1.6676559e-05
18136000,0.03202569,3.5584104e-05
19144000,0.15777618,0.00017530686
20156000,0.8485274,0.0009428083
21164000,1.3527911,0.0015031012
22172000,1.6541381,0.0018379313
23176000,1.9965454,0.002218384
24184000,2.1331103,0.0023701226
25196000,2.1701472,0.002411275
26204000,2.1673727,0.002408192
27212000,2.2040792,0.002448977
28216000,2.3961895,0.0026624328
29224000,2.5165067,0.0027961186
30236000,2.5365515,0.0028183907
31244000,2.5189757,0.002798862
32252000,2.504185,0.0027824277
33256000,2.4923463,0.0027692737
34264000,2.4891224,0.0027656918
35276000,2.5111208,0.0027901344
36284000,2.5797467,0.0028663853
37292000,2.6590643,0.002954516
38296000,2.6699166,0.0029665742
39304000,2.6567125,0.0029519028
40316000,2.6490657,0.0029434066
41320000,2.6408005,0.0029342228
42332000,2.6216846,0.002912983
43340000,2.5943592,0.0028826215
44348000,2.4654744,0.002739416
45352000,2.445817,0.0027175746
46360000,2.4556313,0.0027284794
47372000,2.4619374,0.002735486
48380000,2.4617872,0.0027353193
49388000,2.4610624,0.0027345142
50392000,2.4587653,0.0027319614
51400000,2.3938901,0.0026598782
52412000,2.1530285,0.002392254
53420000,2.0991147,0.0023323495
54428000,2.116647,0.0023518302
55432000,2.107463,0.0023416255
56440000,2.1051872,0.002339097
57452000,2.112504,0.0023472267
58460000,2.1236584,0.0023596205
59468000,2.280529,0.0025339213
60472000,2.5798986,0.0028665543
61480000,2.709859,0.0030109545
62492000,2.7046154,0.0030051284
63500000,2.6730955,0.0029701062
64508000,2.65469,0.0029496558
65512000,2.6431217,0.002936802
66520000,2.644197,0.002937997
67532000,2.4966297,0.0027740332
68540000,2.132771,0.0023697456
69548000,2.0355165,0.002261685
70552000,2.0334818,0.0022594244
71560000,1.9946055,0.0022162285
72572000,1.9699318,0.0021888132
73580000,1.9464903,0.002162767
74588000,1.9357139,0.0021507933
75592000,1.9284021,0.002142669
76612000,1.4827284,0.001647476
77620000,0.8095202,0.0008994669
78632000,0.09706337,0.000107848195
79632000,0.23320985,0.00025912205
80640000,0.7247231,0.0008052479
81640000,1.0728376,0.0011920419
