timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
7656000,0.0,-0.0,1.5698311,0.0,0.70744795,0.0,0.0,0.7067655,0.0,0.0,-0.0,0,0,0,0,0
7660000,0.0,-0.0,1.5698559,0.0,0.7074392,0.0,0.0,0.70677423,0.0,0.0,-0.0,0,0,0,0,0
7708000,0.0,-0.0,1.5701077,0.0,0.7073502,0.0,0.0,0.7068633,0.0,0.0,-0.0,0,0,0,0,0
7756000,0.0,-0.0,1.5703336,0.0,0.7072704,0.0,0.0,0.70694315,0.0,0.0,-0.0,0,0,0,0,0
7808000,0.0,-0.0,1.5702842,0.0,0.7072878,0.0,0.0,0.7069257,0.0,0.0,-0.0,0,0,0,0,0
7860000,0.0,-0.0,1.5703263,0.0,0.70727295,0.0,0.0,0.7069406,0.0,0.0,-0.0,0,0,0,0,0
7912000,0.0,-0.0,1.5703598,0.0,0.7072611,0.0,0.0,0.70695245,0.0,0.0,-0.0,0,0,0,0,0
7956000,0.0,-0.0,1.5704136,0.0,0.7072421,0.0,0.0,0.70697147,0.0,0.0,-0.0,0,0,0,0,0
8008000,0.0,-0.0,1.5702939,0.0,0.7072844,0.0,0.0,0.70692915,0.0,0.0,-0.0,0,0,0,0,0
8056000,0.0,0.0,1.5703945,0.0,0.7072488,0.0,0.0,0.70696473,0.0,0.0,-0.001,0,0,0,0,0
8104000,0.0,0.0,1.5706458,0.0,0.70716,0.0,0.0,0.70705354,0.0,0.0,-0.001,0,0,0,0,0
8156000,0.0,-0.0,1.5710093,0.0,0.7070315,0.0,0.0,0.7071821,0.0,0.0,-0.001,0,0,0,0,0
8204000,0.0,-0.0,1.5711527,0.0,0.70698076,0.0,0.0,0.7072328,0.0,0.0,-0.001,0,0,0,0,0
8256000,0.0,-0.0,1.5712267,0.0,0.7069546,0.0,0.0,0.707259,0.0,0.0,-0.001,0,0,0,0,0
8304000,0.0,-0.0,1.5713542,0.0,0.70690954,0.0,0.0,0.707304,0.0,0.0,-0.001,0,0,0,0,0
8356000,0.0,-0.0,1.571628,0.0,0.7068127,0.0,0.0,0.70740074,0.0,0.0,-0.001,0,0,0,0,0
8404000,0.0,-0.0,1.5718293,0.0,0.7067415,0.0,0.0,0.7074719,0.0,0.0,-0.001,0,0,0,0,0
8456000,0.0,-0.0,1.5719638,0.0,0.7066939,0.0,0.0,0.7075194,0.0,0.0,-0.001,0,0,0,0,0
8504000,0.0,-0.0,1.572122,0.0,0.706638,0.0,0.0,0.7075754,0.0,0.0,-0.001,0,0,0,0,0
8556000,0.0,-0.0,1.5721176,0.0,0.7066395,0.0,0.0,0.70757383,0.0,0.0,-0.001,0,0,0,0,0
8604000,0.0,-0.0,1.5721556,0.0,0.70662606,0.0,0.0,0.7075872,0.0,0.0,-0.001,0,0,0,0,0
8656000,0.0,-0.0,1.5723578,0.0,0.70655453,0.0,0.0,0.70765865,0.0,0.0,-0.001,0,0,0,0,0
8704000,0.0,-0.0,1.5725278,0.0,0.7064944,0.0,0.0,0.7077186,0.0,0.0,-0.001,0,0,0,0,0
8756000,0.0,-0.0,1.572761,0.0,0.70641184,0.0,0.0,0.70780104,0.0,0.0,-0.001,0,0,0,0,0
8804000,0.0,-0.0,1.5727897,0.0,0.7064017,0.0,0.0,0.7078112,0.0,0.0,-0.001,0,0,0,0,0
8856000,0.0,-0.0,1.572847,0.0,0.7063814,0.0,0.0,0.70783144,0.0,0.0,-0.001,0,0,0,0,0
8904000,0.0,-0.0,1.5729934,0.0,0.7063296,0.0,0.0,0.7078832,0.0,0.0,-0.001,0,0,0,0,0
8956000,0.0,-0.0,1.5729877,0.0,0.7063316,0.0,0.0,0.70788115,0.0,0.0,-0.001,0,0,0,0,0
