timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
20000,0,0,1,0,0,0,0,0
524000,0,0,1,0,0,0,0,0
1028000,0,0,1,0,0,0,0,0
1208000,0,0,1,0,0,0,0,0
1520000,0,0,1,0,0,0,0,0
2024000,0,0,1,0,0,0,0,0
2528000,0,0,1,0,0,0,0,0
3032000,0,0,1,0,0,0,0,0
3536000,0,0,1,0,0,0,0,0
4040000,0,0,1,0,0,0,0,0
4544000,0,0,1,0,0,0,0,0
5048000,0,0,1,0,0,0,0,0
5552000,0,0,1,0,0,0,0,0
6056000,0,0,1,0,0,0,0,0
6560000,0,0,1,0,0,0,0,0
7064000,0,0,1,0,0,0,0,0
7568000,0,0,1,0,0,0,0,0
8012000,0,0,1,0,0,0,0,0
8036000,0,0,1,0,0,0,0,0
8540000,0,0,1,0,0,0,0,0
9044000,0,0,1,0,0,0,0,0
9548000,0,0,1,0,0,0,0,0
9572000,0,0,1,0,0,0,0,0
10076000,0,0,1,0,0,0,0,0
10580000,0,0,1,0,0,0,0,0
11084000,0,0,1,0,0,0,0,0
11588000,0,0,1,0,0,0,0,0
12092000,0,0,1,0,0,0,0,0
12596000,0,0,1,0,0,0,0,0
13100000,0,0,1,0,0,0,0,0
13604000,0,0,1,0,0,0,0,0
14108000,0,0,1,0,0,0,0,0
14612000,1,0,1,0,0,0,0,0
15116000,1,0,1,0,0,0,0,0
15620000,1,0,1,0,0,0,0,0
16124000,1,0,1,0,0,0,0,0
16628000,1,0,1,0,0,0,0,0
17132000,1,0,1,0,0,0,0,0
17636000,1,0,1,0,0,0,0,0
18140000,1,0,1,0,0,0,0,0
18644000,1,0,1,0,0,0,0,0
19148000,1,0,1,0,0,0,0,0
19652000,1,0,1,0,0,0,0,0
20156000,1,0,1,0,0,0,0,0
20660000,1,0,1,0,0,0,0,0
21164000,1,0,1,0,0,0,0,0
21668000,1,0,1,0,0,0,0,0
22172000,1,0,1,0,0,0,0,0
22676000,1,0,1,0,0,0,0,0
23180000,1,0,1,0,0,0,0,0
23684000,1,0,1,0,0,0,0,0
24188000,1,0,1,0,0,0,0,0
24692000,1,0,1,0,0,0,0,0
25196000,1,0,1,0,0,0,0,0
25700000,1,0,1,0,0,0,0,0
26204000,1,0,1,0,0,0,0,0
26708000,1,0,1,0,0,0,0,0
27212000,1,0,1,0,0,0,0,0
27716000,1,0,1,0,0,0,0,0
28220000,1,0,1,0,0,0,0,0
28724000,1,0,1,0,0,0,0,0
29228000,1,0,1,0,0,0,0,0
29732000,1,0,1,0,0,0,0,0
30236000,1,0,1,0,0,0,0,0
30740000,1,0,1,0,0,0,0,0
31244000,1,0,1,0,0,0,0,0
31748000,1,0,1,0,0,0,0,0
32252000,1,0,1,0,0,0,0,0
32756000,1,0,1,0,0,0,0,0
33260000,1,0,1,0,0,0,0,0
33764000,1,0,1,0,0,0,0,0
34268000,1,0,1,0,0,0,0,0
34772000,1,0,1,0,0,0,0,0
35276000,1,0,1,0,0,0,0,0
35780000,1,0,1,0,0,0,0,0
36284000,1,0,1,0,0,0,0,0
36788000,1,0,1,0,0,0,0,0
37292000,1,0,1,0,0,0,0,0
37796000,1,0,1,0,0,0,0,0
38300000,1,0,1,0,0,0,0,0
38804000,1,0,1,0,0,0,0,0
39308000,1,0,1,0,0,0,0,0
39812000,1,0,1,0,0,0,0,0
40316000,1,0,1,0,0,0,0,0
40820000,1,0,1,0,0,0,0,0
41324000,1,0,1,0,0,0,0,0
41828000,1,0,1,0,0,0,0,0
42332000,1,0,1,0,0,0,0,0
42836000,1,0,1,0,0,0,0,0
43340000,1,0,1,0,0,0,0,0
43844000,1,0,1,0,0,0,0,0
44348000,1,0,1,0,0,0,0,0
44852000,1,0,1,0,0,0,0,0
45356000,1,0,1,0,0,0,0,0
45860000,1,0,1,0,0,0,0,0
46364000,1,0,1,0,0,0,0,0
46868000,1,0,1,0,0,0,0,0
47372000,1,0,1,0,0,0,0,0
47876000,1,0,1,0,0,0,0,0
48380000,1,0,1,0,0,0,0,0
48884000,1,0,1,0,0,0,0,0
49388000,1,0,1,0,0,0,0,0
49892000,1,0,1,0,0,0,0,0
50396000,1,0,1,0,0,0,0,0
50900000,1,0,1,0,0,0,0,0
51404000,1,0,1,0,0,0,0,0
51908000,1,0,1,0,0,0,0,0
52412000,1,0,1,0,0,0,0,0
52916000,1,0,1,0,0,0,0,0
53420000,1,0,1,0,0,0,0,0
53924000,1,0,1,0,0,0,0,0
54428000,1,0,1,0,0,0,0,0
54932000,1,0,1,0,0,0,0,0
55436000,1,0,1,0,0,0,0,0
55940000,1,0,1,0,0,0,0,0
56444000,1,0,1,0,0,0,0,0
