timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
400000,1659714808455117,473977420,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.1829105,0,nan,nan,3,0,1,10,0
800000,1659714808854117,473977420,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.1367793,0,nan,nan,3,0,1,10,0
1200000,1659714809255117,473977420,85455940,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.2278391,0,nan,nan,3,0,1,10,0
1600000,1659714809654117,473977419,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.441688,0,nan,nan,3,0,1,10,0
2000000,1659714810054117,473977419,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,4.2812924,0,nan,nan,3,0,1,10,0
2400000,1659714810454117,473977420,85455940,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.00102,0,nan,nan,3,0,1,10,0
2800000,1659714810855117,473977419,85455939,488052,488052,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.98471475,0,nan,nan,3,0,1,10,0
3200000,1659714811254117,473977419,85455940,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.7054076,0,nan,nan,3,0,1,10,0
3600000,1659714811655117,473977420,85455939,488054,488054,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.5839324,0,nan,nan,3,0,1,10,0
4000000,1659714812054117,473977420,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.13596115,0,nan,nan,3,0,1,10,0
4400000,1659714812454117,473977420,85455939,488054,488054,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,-0.01,0.0,5.3539715,0,nan,nan,3,0,1,10,0
4800000,1659714812854117,473977420,85455939,488054,488054,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.2160444,0,nan,nan,3,0,1,10,0
5200000,1659714813255117,473977420,85455939,488053,488053,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.6354744,0,nan,nan,3,0,1,10,0
