timestamp,speed_xy,speed_up,speed_down,want_takeoff
8696000,5.0,3.0,1.0,0
8716000,5.0,3.0,1.0,0
9556000,5.0,3.0,1.0,0
75640000,5.0,3.0,1.0,0
75660000,5.0,3.0,1.0,0
76640000,5.0,3.0,1.0,0
77640000,5.0,3.0,1.0,0
78640000,5.0,3.0,1.0,0
79640000,5.0,3.0,1.0,0
80640000,5.0,3.0,1.0,0
81640000,5.0,3.0,1.0,0
