timestamp,rtl_time_s,rtl_limit_fraction
8204000,2.5102202e-11,2.7891336e-14
9220000,0.011630169,1.2922411e-05
10240000,0.0083022965,9.224775e-06
11252000,0.018721648,2.080183e-05
12260000,0.02742578,3.0473091e-05
13260000,0.046704363,5.189374e-05
14272000,0.05014482,5.571647e-05
15272000,0.002118183,2.3535367e-06
16280000,0.010706074,1.1895638e-05
17280000,0.0171986,1.9109555e-05
18292000,0.029422741,3.2691936e-05
19300000,0.0890229,9.891434e-05
20312000,0.6509828,0.0007233143
21320000,1.1509864,0.0012788739
22320000,1.528079,0.0016978657
23332000,1.9130715,0.0021256353
24340000,2.2149823,0.0024610914
25352000,2.2308674,0.0024787416
26360000,2.1934252,0.0024371394
27360000,2.2087078,0.00245412
28372000,2.3902276,0.0026558086
29380000,2.4870062,0.0027633405
30392000,2.487783,0.0027642034
31400000,2.466861,0.0027409568
32400000,2.4567163,0.0027296848
33412000,2.45222,0.002724689
34420000,2.4445338,0.002716149
35432000,2.4612846,0.002734761
36440000,2.5609975,0.0028455527
37440000,2.6441305,0.002937923
38452000,2.6438057,0.002937562
39460000,2.6342776,0.0029269753
40472000,2.6233246,0.0029148052
41480000,2.6130338,0.0029033711
42480000,2.6052575,0.0028947305
43492000,2.541297,0.0028236634
44500000,2.4357471,0.002706386
45512000,2.4332867,0.002703652
46520000,2.438055,0.00270895
47520000,2.4444947,0.0027161054
48532000,2.440333,0.0027114812
49540000,2.4490023,0.0027211136
50552000,2.4483168,0.0027203523
51560000,2.3310907,0.002590101
52560000,2.1056952,0.0023396616
53572000,2.106281,0.0023403123
54580000,2.1078198,0.0023420223
55592000,2.0954428,0.0023282699
56600000,2.0978527,0.0023309477
57600000,2.1067402,0.0023408227
58612000,2.115953,0.002351059
59620000,2.3085032,0.0025650037
60632000,2.6009212,0.0028899126
61640000,2.7037497,0.0030041665
62640000,2.6864464,0.0029849405
63652000,2.6518295,0.0029464774
64660000,2.634624,0.0029273601
65672000,2.6277325,0.002919703
66680000,2.626535,0.0029183724
67680000,2.3925822,0.0026584247
68692000,2.0781853,0.0023090949
69700000,2.0612824,0.0022903138
70712000,2.0241442,0.0022490493
71720000,1.9777573,0.0021975082
72720000,1.9465754,0.0021628616
73732000,1.9264938,0.0021405488
74740000,1.918019,0.0021311322
75792000,1.9224855,0.0021360952
76792000,1.343972,0.0014933023
77800000,0.67545855,0.0007505095
78812000,0.22072616,0.0002452513
79820000,0.13944863,0.00015494293
80820000,0.11120702,0.00012356337
81832000,0.059805002,6.6450004e-05
82852000,0.03314266,3.682518e-05
