timestamp,mag_inconsistency_angle
496000,7.1167987e-09
992000,0.00059947977
1496000,0.00024326138
1992000,2.4197765e-05
2496000,2.2935888e-06
2992000,0.00011760411
3488000,1.1702864e-05
3992000,1.1141943e-06
4500000,1.12434456e-07
4996000,1.9553104e-08
5488000,0.00015398495
5996000,1.4554239e-05
6488000,5.154899e-05
6996000,4.877185e-06
7492000,7.36637e-05
7996000,0.0008712233
8492000,0.00068496814
8988000,6.811968e-05
9492000,6.442968e-06
10000000,6.159997e-07
10496000,6.834283e-08
11000000,1.3641074e-08
11496000,8.794821e-09
12000000,7.701154e-09
12496000,7.885306e-09
12992000,7.9635285e-09
13496000,6.797809e-09
13992000,9.445863e-05
14488000,9.400476e-06
14992000,8.942096e-07
15488000,9.581832e-08
15996000,1.6524494e-08
16348000,8.760648e-09
