timestamp,speed_xy,speed_up,speed_down,want_takeoff
6672000,5.0,3.0,1.0,0
6692000,5.0,3.0,1.0,0
7672000,5.0,3.0,1.0,0
8672000,5.0,3.0,1.0,0
9672000,5.0,3.0,1.0,0
10672000,5.0,3.0,1.0,0
11292000,5.0,3.0,1.0,0
