timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
700000,696000,3.6279374e-10,2.0993934e-05,0.00028785787,7.038783e-05,0.00071383873,5.3076624e-06,512,0,0.70622146,3.5000029,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
712000,708000,3.7097567e-10,2.1332457e-05,0.00029053315,9.1727314e-05,0.0013059502,1.2930015e-05,512,0,0.7097526,3.5000114,0.0,nan,nan,1.1754944e-38,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
892000,888000,3.7167375e-10,2.2515209e-05,0.00028748697,0.0003212069,0.0006421447,0.0066402266,512,0,1.3338206,1.7503711,0.0,nan,nan,0.0014044131,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1096000,1092000,4.1062678e-10,2.308432e-05,0.000282191,9.221459e-05,0.0005171327,0.004573363,67109376,0,1.2165867,1.3251052,8.394575e-05,nan,nan,0.0019240075,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1296000,1292000,4.861961e-10,2.63545e-05,0.00028577077,7.616404e-05,0.0015432837,0.011902657,512,0,0.36429083,1.1131296,0.0,nan,nan,0.0038740905,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1496000,1492000,5.2969046e-10,2.7652208e-05,0.00028136536,2.8423028e-05,0.00093146064,0.0042750956,512,0,0.6503956,0.94934696,0.0,nan,nan,0.001101087,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1696000,1692000,4.9862836e-10,2.7911916e-05,0.00027856792,6.31825e-05,0.0017559339,0.0032178417,512,0,0.7238766,0.8760433,0.0,nan,nan,0.00039848662,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
1896000,1892000,4.7899346e-10,2.7511975e-05,0.00028125782,0.00011165172,0.00221393,0.0022742131,512,0,0.69036525,0.8279241,0.0,nan,nan,0.0011947978,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2096000,2092000,4.5618992e-10,2.6241327e-05,0.00027512648,0.00017341682,0.002465555,0.004804219,512,0,0.6537478,0.79840225,0.0,nan,nan,0.001963553,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2296000,2292000,4.6616727e-10,2.5733347e-05,0.0002753902,0.00026241367,0.002469969,0.0024660814,512,0,0.6387342,0.78317505,0.0,nan,nan,0.0046872296,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2496000,2492000,5.2524773e-10,2.8257173e-05,0.00027867474,0.00037035524,0.0029843543,0.004211384,512,0,0.64115185,0.7792719,0.0,nan,nan,0.0013630412,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2696000,2692000,5.181817e-10,2.8315673e-05,0.00027877503,0.00039566238,0.0030104073,0.0029275722,512,0,0.6474211,0.76503426,0.0,nan,nan,0.00019739638,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
2896000,2892000,5.333931e-10,2.830053e-05,0.00026235345,0.0003016731,0.0021013399,0.0017068976,512,0,0.6465669,0.77562064,0.0,nan,nan,0.0031347622,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3096000,3092000,5.0658877e-10,2.8673008e-05,0.00026064753,0.00025019265,0.0017216719,0.0012554949,512,0,0.6363235,0.7899852,0.0,nan,nan,3.3994718e-06,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3296000,3292000,4.6663473e-10,2.7818034e-05,0.00026288704,0.00024764813,0.0021875019,0.0014850462,512,0,0.61960614,0.80678856,0.0,nan,nan,0.0016949215,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3496000,3492000,5.019115e-10,2.762285e-05,0.00026785338,0.000263902,0.00487971,0.007933321,512,0,0.60009295,0.8244137,0.0,nan,nan,0.005548571,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3696000,3692000,5.216787e-10,2.8271077e-05,0.00026789316,0.0002846727,0.004937841,0.0074547655,512,0,0.5803711,0.84199077,0.0,nan,nan,0.006622147,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
3896000,3892000,4.992825e-10,2.7139666e-05,0.0002626117,0.00032043844,0.0047093024,0.005465176,512,0,0.5618376,0.8337519,0.0,nan,nan,0.0011483015,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4096000,4092000,5.252664e-10,2.6835502e-05,0.00026833054,0.0003304481,0.0048311735,0.0050375233,512,0,0.5449398,0.847851,0.0,nan,nan,0.0018877145,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4296000,4292000,4.998011e-10,2.6701371e-05,0.00028125945,0.0003570279,0.005666272,0.007429947,512,0,0.5297509,0.8599022,0.0,nan,nan,0.0021177977,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4496000,4492000,5.021457e-10,2.6744181e-05,0.00027837622,0.00033865013,0.0053373636,0.0070056384,512,0,0.5160925,0.87038654,0.0,nan,nan,0.0051162783,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
4696000,4692000,4.7270327e-10,2.6511534e-05,0.0002713729,0.00024358244,0.004412973,0.006879888,512,0,0.5037326,0.87905234,0.0,nan,nan,0.0027137212,0.0,0.0,0.0,0.0,1310996,1310996,6620172,197388,0,0,228,1,0,1,0,1,0,0,0,0,0,0,0
