timestamp,mag_inconsistency_angle
496000,0.00022923874
992000,2.2803066e-05
1496000,2.1617223e-06
1992000,2.2178195e-07
2496000,2.8490183e-08
2992000,9.453856e-09
3500000,0.00021656425
3992000,0.00038549304
4488000,3.8339665e-05
4996000,3.6294507e-06
5500000,3.4977077e-07
5996000,4.198269e-08
6492000,1.023761e-08
6996000,7.748856e-09
7492000,7.674894e-09
7996000,8.344601e-09
8492000,8.14648e-09
9000000,9.171157e-09
9492000,7.641929e-09
9988000,8.576072e-09
10496000,0.0002132636
10988000,0.00014385158
11496000,1.3597477e-05
11992000,1.3591208e-06
12496000,1.3596262e-07
12992000,2.2340256e-08
13496000,8.526551e-09
13992000,8.856893e-09
14500000,7.779115e-09
14620000,8.280382e-09
34528000,8.241222e-09
34540000,8.071084e-09
35024000,8.729521e-06
