timestamp,tilt_limit,takeoff_state
648000,0.0,1
8420000,0.0016000001,1
8432000,0.004,1
9420000,0.2015999,1
9460000,0.20943952,1
14652000,0.20943952,2
15652000,0.20943952,3
15672000,0.20943952,4
18680000,0.21103951,5
18692000,0.21343951,5
19680000,0.41103977,5
20680000,0.6110402,5
21552000,0.7853982,5
