timestamp,main_state_changes,main_state
20000,0,0
520000,0,0
1024000,0,0
1240000,0,0
1516000,0,0
2020000,0,0
2524000,0,0
3028000,0,0
3532000,0,0
4036000,0,0
4540000,0,0
5044000,0,0
5548000,0,0
6052000,0,0
6556000,0,0
7060000,0,0
7564000,0,0
8068000,0,0
8416000,1,4
8440000,1,4
8944000,1,4
9448000,1,4
9604000,2,7
10108000,2,7
10612000,2,7
11116000,2,7
11620000,2,7
12124000,2,7
12628000,2,7
13132000,2,7
13636000,2,7
14140000,2,7
14644000,2,7
15148000,2,7
15652000,2,7
16156000,2,7
16660000,2,7
17164000,2,7
17668000,2,7
18172000,2,7
18676000,2,7
19180000,2,7
19684000,2,7
20188000,2,7
20692000,2,7
21196000,2,7
21700000,2,7
22204000,2,7
22708000,2,7
23212000,2,7
23716000,2,7
24220000,2,7
24724000,2,7
25228000,2,7
25732000,2,7
26236000,2,7
26740000,2,7
27244000,2,7
27748000,2,7
28252000,2,7
28756000,2,7
29260000,2,7
29764000,2,7
30268000,2,7
30772000,2,7
31276000,2,7
31780000,2,7
32284000,2,7
32788000,2,7
33292000,2,7
33796000,2,7
34300000,2,7
34804000,2,7
35308000,2,7
35812000,2,7
36316000,2,7
36820000,2,7
37324000,2,7
37828000,2,7
38332000,2,7
38836000,2,7
39340000,2,7
39844000,2,7
40348000,2,7
40852000,2,7
41356000,2,7
41860000,2,7
42364000,2,7
42868000,2,7
43372000,2,7
43876000,2,7
44380000,2,7
44884000,2,7
45388000,2,7
45892000,2,7
46396000,2,7
46900000,2,7
47404000,2,7
47908000,2,7
48412000,2,7
48916000,2,7
49420000,2,7
49924000,2,7
50428000,2,7
50932000,2,7
51436000,2,7
51940000,2,7
52444000,2,7
52948000,2,7
53452000,2,7
53956000,2,7
54460000,2,7
54964000,2,7
55468000,2,7
55972000,2,7
56476000,2,7
56980000,2,7
57484000,2,7
57988000,2,7
58492000,2,7
58996000,2,7
59500000,2,7
60004000,2,7
60508000,2,7
61012000,2,7
61516000,2,7
62020000,2,7
62524000,2,7
63028000,2,7
63532000,2,7
64036000,2,7
64540000,2,7
65044000,2,7
65548000,2,7
66052000,2,7
66556000,2,7
67060000,2,7
67564000,2,7
68068000,2,7
68572000,2,7
69076000,2,7
69580000,2,7
70084000,2,7
70588000,2,7
71092000,2,7
71596000,2,7
72100000,2,7
72604000,2,7
