timestamp,mag_inconsistency_angle
496000,7.814432e-09
992000,7.885858e-09
1496000,0.00081009
1992000,8.0563645e-05
2496000,0.0012082363
2992000,0.000176327
3488000,1.7541106e-05
3992000,1.6641618e-06
4488000,1.7272131e-07
4996000,2.3040714e-08
5488000,8.16442e-09
5996000,8.766581e-09
6492000,8.610251e-09
6996000,8.400644e-09
7492000,0.00040845774
7996000,3.8592403e-05
8492000,0.000923467
9000000,8.7246124e-05
9492000,0.0006077978
10000000,5.742482e-05
10496000,5.7179377e-06
11000000,5.4820885e-07
11496000,6.1639795e-08
11992000,0.00048421312
12496000,4.5750072e-05
12992000,4.556695e-06
13496000,4.3825628e-07
13992000,5.1071268e-08
14500000,1.1855278e-08
14632000,0.0003570609
