timestamp,speed_xy,speed_up,speed_down,want_takeoff
6636000,5.0,3.0,1.0,0
6656000,5.0,3.0,1.0,0
7616000,5.0,3.0,1.0,0
8616000,5.0,3.0,1.0,0
9556000,5.0,3.0,1.0,0
75636000,5.0,3.0,1.0,0
75656000,5.0,3.0,1.0,0
76636000,5.0,3.0,1.0,0
77636000,5.0,3.0,1.0,0
78616000,5.0,3.0,1.0,0
79636000,5.0,3.0,1.0,0
80616000,5.0,3.0,1.0,0
81616000,5.0,3.0,1.0,0
82616000,5.0,3.0,1.0,0
83636000,5.0,3.0,1.0,0
84616000,5.0,3.0,1.0,0
85616000,5.0,3.0,1.0,0
86616000,5.0,3.0,1.0,0
