timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
504000,inf,0,1,1,1,0,0,1,1,0,1
1508000,inf,0,1,1,1,0,0,1,0,0,1
2508000,inf,0,1,1,1,0,0,1,0,0,1
3508000,inf,0,1,1,1,0,0,1,0,0,1
4508000,inf,0,1,1,1,0,0,1,0,0,1
5508000,inf,0,1,1,1,0,0,1,0,0,1
6508000,inf,0,1,1,1,0,0,1,0,0,1
6648000,inf,0,1,1,1,1,1,1,0,0,1
7648000,inf,0,1,1,1,1,1,1,0,0,1
8648000,inf,0,1,1,1,1,1,1,0,0,1
9608000,inf,0,1,1,1,0,0,1,0,0,1
10608000,inf,0,1,1,1,0,0,1,0,0,1
11608000,inf,0,1,1,1,0,0,1,0,0,1
12608000,inf,0,1,1,1,0,0,1,0,0,1
13608000,inf,0,1,1,1,0,0,1,0,0,1
14608000,inf,0,1,1,1,0,0,1,0,0,1
15608000,inf,0,1,1,1,1,0,1,0,0,1
16196000,inf,0,1,0,0,1,0,1,0,0,1
16208000,inf,0,0,0,0,1,0,1,0,0,1
17208000,inf,0,0,0,0,1,0,0,0,0,1
18208000,inf,0,0,0,0,1,0,0,0,0,1
19208000,inf,0,0,0,0,1,0,0,1,0,1
20208000,inf,0,0,0,0,1,0,0,1,0,1
21196000,inf,0,0,0,0,0,0,0,1,0,1
22196000,inf,0,0,0,0,0,0,0,0,0,1
23196000,inf,0,0,0,0,0,0,0,0,0,1
24196000,inf,0,0,0,0,0,0,0,0,0,1
25196000,inf,0,0,0,0,0,0,0,0,0,1
26196000,inf,0,0,0,0,0,0,0,0,0,1
27196000,inf,0,0,0,0,0,0,0,0,0,1
28196000,inf,0,0,0,0,0,0,0,1,0,1
28248000,inf,0,0,0,0,1,1,0,1,0,1
29248000,inf,0,0,0,0,1,1,0,1,0,1
30248000,inf,0,0,0,0,1,1,0,1,0,1
31248000,inf,0,0,0,0,1,1,0,1,0,1
32248000,inf,0,0,0,0,1,1,0,1,0,1
