timestamp,rtl_time_s,rtl_limit_fraction
6612000,1.4990948e-11,1.6656608e-14
7644000,0.044777475,4.9752754e-05
8648000,0.028367978,3.1519976e-05
9676000,0.032910503,3.6567228e-05
10688000,0.032930914,3.6589907e-05
11696000,0.04144638,4.6051533e-05
12708000,0.059341762,6.5935295e-05
13708000,0.079578005,8.842001e-05
14708000,0.006429361,7.143735e-06
15716000,0.021753334,2.4170373e-05
16728000,0.022718571,2.5242858e-05
17728000,0.09255751,0.00010284168
18736000,0.07506743,8.340827e-05
19748000,0.6088797,0.00067653303
20756000,1.222302,0.0013581134
21768000,1.5601958,0.0017335509
22768000,1.9494706,0.0021660784
23776000,2.2387729,0.0024875256
24788000,2.2742064,0.0025268963
25796000,2.2568064,0.0025075627
26808000,2.2250555,0.002472284
27828000,2.188658,0.0024318425
28836000,1.5987948,0.0017764388
29848000,0.92068446,0.0010229828
30848000,0.23283903,0.00025871006
31856000,0.32648998,0.00036276664
32868000,0.5275754,0.0005861949
