timestamp,speed_xy,speed_up,speed_down,want_takeoff
6644000,5.0,3.0,1.0,0
6664000,5.0,3.0,1.0,0
7664000,5.0,3.0,1.0,0
8644000,5.0,3.0,1.0,0
9564000,5.0,3.0,1.0,0
27624000,5.0,3.0,1.0,0
27644000,5.0,3.0,1.0,0
28624000,5.0,3.0,1.0,0
29624000,5.0,3.0,1.0,0
30624000,5.0,3.0,1.0,0
31624000,5.0,3.0,1.0,0
32624000,5.0,3.0,1.0,0
33624000,5.0,3.0,1.0,0
34624000,5.0,3.0,1.0,0
