timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1208000,0.0,0.0,488.05225,0.0,0.0,0.0,0.0,1,0,0,0
6800000,47.397741950278665,8.545593867211402,488.0479,-0.005528761,-0.009994785,0.0043475544,1.5692692,1,1,1,0
14636000,47.397741891551654,8.545593948161052,488.02274,-0.012058905,-0.0039018346,0.029523358,1.5823339,1,1,1,0
16352000,47.39774204765027,8.545593983614589,487.98682,0.005298468,-0.0012333036,0.06541751,1.5848666,1,1,1,0
45140000,47.39774204765027,8.545593983614589,487.98682,0.005298468,-0.0012333036,0.06541751,1.5743071,1,1,1,0
