timestamp,mag_inconsistency_angle
496000,7.714385e-09
992000,9.629601e-09
1496000,3.557557e-05
1992000,3.5455166e-06
2496000,3.4152947e-07
2992000,4.0760103e-08
3488000,1.17880745e-08
3992000,9.655206e-09
4488000,8.686462e-09
4996000,2.2585504e-05
5500000,2.1415933e-06
5996000,0.00019090701
6492000,1.8990198e-05
6996000,0.00015951623
7492000,8.9258014e-05
7996000,8.4401345e-06
8492000,8.4614294e-07
9000000,8.71088e-08
9492000,0.00018821383
10000000,1.7786318e-05
10492000,1.7758061e-06
11000000,1.7458844e-07
11496000,2.4564784e-08
12000000,0.000108249435
12496000,1.0770433e-05
12992000,1.0792414e-06
13496000,1.0926006e-07
13992000,1.8154568e-08
14500000,7.400569e-05
14632000,3.9993436e-05
80928000,3.7994294e-05
80940000,3.6095236e-05
81432000,0.00044135397
