timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620172,0,955.95966,11.827667
1996000,1996000,6620172,0,955.94995,11.827667
2984000,2984000,6620172,0,955.9499,11.827667
3992000,3992000,6620172,0,955.963,11.827667
5000000,5000000,6620172,0,955.93915,11.827667
5984000,5984000,6620172,0,955.94336,11.827667
6992000,6992000,6620172,0,955.9409,11.827667
8000000,8000000,6620172,0,955.9466,11.827667
8988000,8988000,6620172,0,955.9393,11.827667
9996000,9996000,6620172,0,955.9398,11.827667
10984000,10984000,6620172,0,955.9371,11.827667
11992000,11992000,6620172,0,955.9414,11.827667
13000000,13000000,6620172,0,955.9581,11.827667
13988000,13988000,6620172,0,955.9581,11.827667
14996000,14996000,6620172,0,955.9198,11.827667
15980000,15980000,6620172,0,955.9554,11.827667
16988000,16988000,6620172,0,955.93756,11.827667
17996000,17996000,6620172,0,955.9399,11.827667
18984000,18984000,6620172,0,955.9487,11.827667
19992000,19992000,6620172,0,955.94214,11.827667
21000000,21000000,6620172,0,955.93805,11.827301
21988000,21988000,6620172,0,955.9323,11.826111
22996000,22996000,6620172,0,955.8855,11.824402
23984000,23984000,6620172,0,955.8563,11.822449
24992000,24992000,6620172,0,955.81396,11.8203125
26000000,26000000,6620172,0,955.7761,11.818024
26984000,26984000,6620172,0,955.7566,11.816162
27992000,27992000,6620172,0,955.70776,11.813873
29000000,29000000,6620172,0,955.66547,11.811523
29988000,29988000,6620172,0,955.6605,11.811493
30996000,30996000,6620172,0,955.6767,11.812164
31984000,31984000,6620172,0,955.68896,11.812866
32992000,32992000,6620172,0,955.7074,11.813385
34000000,34000000,6620172,0,955.69434,11.813751
34988000,34988000,6620172,0,955.7303,11.814026
35996000,35996000,6620172,0,955.71405,11.814209
36980000,36980000,6620172,0,955.6991,11.8142395
37988000,37988000,6620172,0,955.7246,11.814301
38996000,38996000,6620172,0,955.72656,11.814392
39984000,39984000,6620172,0,955.708,11.814484
40992000,40992000,6620172,0,955.7155,11.814606
