timestamp,rtl_time_s,rtl_limit_fraction
8012000,1.3455381e-11,1.4950425e-14
9044000,0.09505557,0.00010561731
10048000,0.077588774,8.620975e-05
11056000,0.06336267,7.040297e-05
12068000,0.06791827,7.546475e-05
13076000,0.04228986,4.6988735e-05
14076000,0.024201041,2.6890048e-05
15088000,0.014272671,1.5858524e-05
16096000,0.0075482014,8.386891e-06
17108000,0.004589566,5.0995177e-06
18116000,0.0172435,1.9159446e-05
19116000,0.033310555,3.701173e-05
20128000,0.21331401,0.00023701559
21136000,0.5806805,0.0006452006
22148000,1.1312401,0.0012569336
23156000,1.8191682,0.002021298
24156000,2.1044805,0.0023383119
25168000,2.4003103,0.0026670115
26176000,2.4491615,0.0027212908
27188000,2.3616962,0.002624107
28216000,2.1639578,0.0024043978
29216000,1.4469028,0.0016076698
30228000,0.8059582,0.0008955092
31236000,0.12620758,0.00014023065
32248000,0.14180344,0.00015755938
33256000,0.15921463,0.00017690516
