timestamp,rtl_time_s,rtl_limit_fraction
6808000,1.6544755e-11,1.8383061e-14
7840000,0.0075181797,8.353533e-06
8844000,0.005887243,6.5413815e-06
9852000,0.0029434562,3.270507e-06
10864000,0.0075479704,8.386634e-06
11892000,0.0073108925,8.123215e-06
12892000,0.019999774,2.2221971e-05
13904000,0.025218999,2.8021112e-05
14912000,0.03485271,3.8725233e-05
15924000,0.056185756,6.242862e-05
16944000,0.010608989,1.1787766e-05
17952000,0.022416519,2.4907244e-05
18952000,0.016853157,1.8725732e-05
19964000,0.029179826,3.242203e-05
20972000,0.21410564,0.00023789516
21984000,0.844397,0.00093821896
22992000,1.3407772,0.0014897526
23992000,1.6765525,0.0018628363
25004000,2.0848958,0.002316551
26012000,2.5250964,0.0028056628
27024000,2.5014684,0.0027794095
28032000,2.3826237,0.0026473596
29032000,2.3071067,0.0025634519
30044000,2.2376795,0.0024863107
31052000,2.2009385,0.0024454875
32064000,2.1803648,0.0024226278
33072000,2.1679347,0.0024088165
34072000,2.1538808,0.002393201
35084000,2.146336,0.0023848182
36092000,2.1394165,0.0023771296
37104000,2.136712,0.0023741245
38112000,2.125043,0.002361159
39112000,2.1225154,0.0023583507
