timestamp,main_state_changes,main_state
28000,0,0
532000,0,0
1036000,0,0
1288000,0,0
1516000,0,0
2020000,0,0
2524000,0,0
3028000,0,0
3532000,0,0
4036000,0,0
4540000,0,0
5044000,0,0
5548000,0,0
6052000,0,0
6556000,0,0
6808000,1,4
6832000,1,4
7336000,1,4
7840000,1,4
8344000,1,4
8848000,1,4
9352000,1,4
9856000,1,4
10360000,1,4
10864000,1,4
11332000,2,7
11836000,2,7
12340000,2,7
12844000,2,7
13348000,2,7
13852000,2,7
14356000,2,7
14860000,2,7
15364000,2,7
15868000,2,7
16372000,2,7
16384000,2,7
16888000,2,7
17392000,2,7
17896000,2,7
18400000,2,7
18904000,2,7
19408000,2,7
19912000,2,7
20416000,2,7
20920000,2,7
21424000,2,7
21928000,2,7
22432000,2,7
22936000,2,7
23440000,2,7
23944000,2,7
24448000,2,7
24952000,2,7
25456000,2,7
25960000,2,7
26464000,2,7
26968000,2,7
27472000,2,7
27976000,2,7
28480000,2,7
28984000,2,7
29488000,2,7
29992000,2,7
30496000,2,7
31000000,2,7
31504000,2,7
32008000,2,7
32512000,2,7
33016000,2,7
33520000,2,7
34024000,2,7
34528000,2,7
35032000,2,7
35536000,2,7
36040000,2,7
36544000,2,7
37048000,2,7
37552000,2,7
38056000,2,7
38560000,2,7
39064000,2,7
