timestamp,load,ram_usage
1004000,0.09803922,0.42390323
1504000,0.1,0.42390913
2004000,0.078431375,0.424084
2504000,0.08,0.42329532
3004000,0.08,0.42328298
3504000,0.08,0.42330122
4004000,0.078431375,0.4234042
4504000,0.083333336,0.4231751
5004000,0.08,0.42329925
5504000,0.078431375,0.42335343
6004000,0.078431375,0.42327118
6504000,0.1,0.42298052
7004000,0.09615385,0.4232224
7504000,0.08,0.42239726
8004000,0.1,0.4227406
8504000,0.08,0.42275786
9004000,0.08,0.42274702
9504000,0.078431375,0.42277706
10004000,0.1,0.42140904
10504000,0.08,0.42205733
11004000,0.09803922,0.42215833
11504000,0.09803922,0.4224352
12004000,0.08,0.42232335
12504000,0.09803922,0.42231497
13004000,0.08,0.42230758
13504000,0.083333336,0.42229873
14004000,0.1,0.42216817
14504000,0.06,0.42221302
15004000,0.1,0.42221004
15504000,0.07692308,0.42226472
16004000,0.1,0.42237556
16504000,0.1,0.4222332
17004000,0.05882353,0.42217606
17504000,0.078431375,0.42201054
18004000,0.1,0.42222482
18504000,0.09803922,0.4221677
19004000,0.08,0.4222273
19504000,0.1,0.42220512
20004000,0.08,0.42217654
20504000,0.09803922,0.42179772
21004000,0.08,0.42201743
21504000,0.08,0.42232484
22004000,0.08,0.42231745
22504000,0.08,0.4223608
23004000,0.078431375,0.42239034
23504000,0.08196721,0.42240465
24004000,0.08,0.42235243
24504000,0.08,0.42240563
25004000,0.08,0.422314
25504000,0.078431375,0.42227557
26004000,0.08,0.42227408
26504000,0.1,0.42233172
27004000,0.078431375,0.4222598
27504000,0.08,0.4223726
28004000,0.1,0.42242926
28504000,0.08,0.4224657
29004000,0.1,0.42238346
29504000,0.05882353,0.42235243
30004000,0.08,0.42257312
30504000,0.09803922,0.42249036
31004000,0.08,0.422581
31504000,0.08,0.4226278
32004000,0.06,0.42254505
32504000,0.1,0.42249823
33004000,0.06666667,0.42262828
33504000,0.08,0.42270318
34004000,0.08196721,0.42264012
34504000,0.078431375,0.4226534
35004000,0.1,0.422681
35504000,0.08,0.4226534
36004000,0.078431375,0.42263913
36504000,0.1,0.42265934
37004000,0.078431375,0.42253962
37504000,0.08,0.4225544
38004000,0.078431375,0.42254505
38504000,0.08,0.42249182
39004000,0.1,0.42258248
