timestamp,tilt_limit,takeoff_state
660000,0.0,1
6812000,0.0016000001,1
6824000,0.004,1
7812000,0.2015999,1
7852000,0.20943952,1
16384000,0.20943952,2
17384000,0.20943952,4
20392000,0.21103951,5
20404000,0.21343951,5
21392000,0.41103977,5
22392000,0.6110402,5
23264000,0.7853982,5
