timestamp,mag_inconsistency_angle
496000,7.2508235e-09
1000000,7.927463e-09
1496000,9.032579e-09
1992000,0.00010705912
2496000,0.00035430427
2992000,0.00025520683
3488000,0.00018545309
3992000,1.7526967e-05
4488000,1.7493105e-06
4996000,1.7292072e-07
5488000,2.4300942e-08
5996000,9.892822e-09
6500000,1.0022799e-08
6996000,7.2832045e-05
7492000,7.2509492e-06
7996000,6.9216367e-07
8492000,7.620773e-08
9000000,1.4238113e-08
9492000,8.5324885e-09
9988000,0.00013136027
10496000,1.2417124e-05
10988000,1.2424589e-06
11496000,1.240782e-07
11988000,2.0367374e-08
12496000,9.631074e-09
12992000,7.40014e-05
13496000,0.00022934066
13992000,2.2813621e-05
14500000,0.00023357692
14992000,2.3234463e-05
15488000,2.317146e-06
15996000,8.398895e-05
16380000,1.3956028e-05
