timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
396000,1659374210693166,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,6.1837015,0,nan,nan,3,0,1,10,0
596000,1659374210893166,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1592476,0,nan,nan,3,0,1,10,0
996000,1659374211293167,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.4364524,0,nan,nan,3,0,1,10,0
1396000,1659374211693166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,2.0418606,0,nan,nan,3,0,1,10,0
1796000,1659374212094166,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.0184731,0,nan,nan,3,0,1,10,0
2196000,1659374212493167,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.4072046,0,nan,nan,3,0,1,10,0
2596000,1659374212894167,473977420,85455940,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.6217599,0,nan,nan,3,0,1,10,0
2996000,1659374213293167,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.02,3.8481019,0,nan,nan,3,0,1,10,0
3396000,1659374213694167,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,5.919633,0,nan,nan,3,0,1,10,0
3796000,1659374214093166,473977420,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.1093313,0,nan,nan,3,0,1,10,0
4196000,1659374214494166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1454595,0,nan,nan,3,0,1,10,0
4596000,1659374214894167,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.287603,0,nan,nan,3,0,1,10,0
4996000,1659374215293167,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.9703484,0,nan,nan,3,0,1,10,0
5396000,1659374215693166,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,5.3679347,0,nan,nan,3,0,1,10,0
5796000,1659374216093166,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.2264428,0,nan,nan,3,0,1,10,0
6196000,1659374216494166,473977419,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.907765,0,nan,nan,3,0,1,10,0
6596000,1659374216894167,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.176049,0,nan,nan,3,0,1,10,0
6996000,1659374217293167,473977420,85455939,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.441991,0,nan,nan,3,0,1,10,0
7396000,1659374217693166,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.5293036,0,nan,nan,3,0,1,10,0
7796000,1659374218092167,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.6297884,0,nan,nan,3,0,1,10,0
7996000,1659374218294166,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.6302576,0,nan,nan,3,0,1,10,0
8396000,1659374218693166,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.6679375,0,nan,nan,3,0,1,10,0
8796000,1659374219094166,473977420,85455940,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.7027893,0,nan,nan,3,0,1,10,0
9196000,1659374219493167,473977420,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.4723598,0,nan,nan,3,0,1,10,0
9596000,1659374219893166,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.26304,0,nan,nan,3,0,1,10,0
9796000,1659374220094166,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.5983176,0,nan,nan,3,0,1,10,0
10196000,1659374220493167,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.220353,0,nan,nan,3,0,1,10,0
10596000,1659374220894167,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.408252,0,nan,nan,3,0,1,10,0
10996000,1659374221294166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.168847,0,nan,nan,3,0,1,10,0
11396000,1659374221693166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.44234,0,nan,nan,3,0,1,10,0
11796000,1659374222094166,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.985781,0,nan,nan,3,0,1,10,0
12196000,1659374222493167,473977419,85455940,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.6224306,0,nan,nan,3,0,1,10,0
12596000,1659374222894167,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.79761547,0,nan,nan,3,0,1,10,0
12996000,1659374223294166,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.5085889,0,nan,nan,3,0,1,10,0
13396000,1659374223693166,473977419,85455939,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.8584265,0,nan,nan,3,0,1,10,0
13796000,1659374224094166,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.9969783,0,nan,nan,3,0,1,10,0
14196000,1659374224493167,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.84299403,0,nan,nan,3,0,1,10,0
14596000,1659374224894167,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.2956777,0,nan,nan,3,0,1,10,0
14996000,1659374225294166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.836206,0,nan,nan,3,0,1,10,0
15396000,1659374225693166,473977420,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,3.8978438,0,nan,nan,3,0,1,10,0
15796000,1659374226094166,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.1722367,0,nan,nan,3,0,1,10,0
16196000,1659374226494166,473977419,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,5.702863,0,nan,nan,3,0,1,10,0
16596000,1659374226893166,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,0.8457865,0,nan,nan,3,0,1,10,0
16996000,1659374227293167,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.017278759,0,nan,nan,3,0,1,10,0
