timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
972000,972000,1310996,-0.008043853,0.012958798,-0.0050504627,11.827667,0,1
1972000,1972000,1310996,-0.00170593,0.0031429543,-0.00934342,11.827667,0,1
2972000,2972000,1310996,0.0016982763,-0.0016726815,-0.0019953854,11.827667,0,1
3972000,3972000,1310996,-0.0057765087,-0.008465361,-0.006077763,11.827667,0,1
4972000,4972000,1310996,0.007535162,0.007259031,0.0058188415,11.827667,0,1
5972000,5972000,1310996,-0.0052495417,0.0020839525,0.0009087017,11.827667,0,1
6972000,6972000,1310996,0.0054890993,-0.0067030983,-0.0031042895,11.827667,0,1
7972000,7972000,1310996,0.0019524939,-0.0032854497,-0.005838195,11.827667,0,1
8972000,8972000,1310996,-0.011055958,0.0039197365,-0.004340751,11.827667,0,1
9972000,9972000,1310996,-0.0011639135,0.010808617,-0.0036872237,11.827667,0,1
10972000,10972000,1310996,0.007413203,0.00055114395,-0.0072193835,11.827667,0,1
11972000,11972000,1310996,0.0066919713,0.005744569,-0.0027360276,11.827667,0,1
12972000,12972000,1310996,-0.0060574724,0.0029181638,-0.0096515,11.827667,0,1
13972000,13972000,1310996,-0.017883044,0.003816906,0.008140981,11.827667,0,1
14972000,14972000,1310996,-0.005903695,8.2331724e-05,0.007824037,11.827667,0,1
15972000,15972000,1310996,-0.0075695077,-0.008667963,-0.0036998626,11.827667,0,1
16972000,16972000,1310996,-0.009860812,-0.0013721433,0.001976488,11.827667,0,1
17972000,17972000,1310996,0.003805806,0.0028315224,-0.00027827217,11.827667,0,1
18972000,18972000,1310996,0.008269464,0.00024785651,0.0027909465,11.827667,0,1
19972000,19972000,1310996,0.14301455,0.0010136368,-0.021783993,11.827667,0,1
20972000,20972000,1310996,-0.028855825,-0.0073151253,0.0037534914,11.826141,0,1
21972000,21972000,1310996,0.010565983,-0.0007249672,0.0024439034,11.822113,0,1
22972000,22972000,1310996,0.019401312,0.0015972882,0.004427593,11.818695,0,1
23972000,23972000,1310996,-0.015025003,-0.0059571383,0.0012820289,11.816406,0,1
24972000,24972000,1310996,0.0009896413,-0.0036805512,0.00840548,11.813873,0,1
25972000,25972000,1310996,-0.006282584,-0.002980115,-0.0052964427,11.811066,0,1
26972000,26972000,1310996,0.005247946,-0.009271767,0.0052632745,11.811218,0,1
27972000,27972000,1310996,0.010022772,0.012124308,0.0019681389,11.812073,0,1
28972000,28972000,1310996,-0.01060265,-0.009075077,0.0036940468,11.812714,0,1
29972000,29972000,1310996,-0.0041516987,0.0071295337,0.0047939713,11.813202,0,1
30972000,30972000,1310996,0.0049602524,-0.002056635,-8.863219e-05,11.813446,0,1
31972000,31972000,1310996,0.0067100707,-0.0020840915,0.0014553583,11.81366,0,1
32972000,32972000,1310996,0.0031086183,0.001219183,-0.01611777,11.813843,0,1
33972000,33972000,1310996,0.0025874078,-0.006936633,0.005457518,11.814026,0,1
34972000,34972000,1310996,0.009866795,-0.005468091,-0.006627761,11.814148,0,1
35972000,35972000,1310996,0.002464856,-0.0031862778,0.0057356684,11.814209,0,1
36972000,36972000,1310996,0.0046478463,0.0087564085,0.002999789,11.81427,0,1
37972000,37972000,1310996,0.002329763,-0.005412298,0.013258495,11.814301,0,1
38972000,38972000,1310996,0.004640282,0.007147156,-0.004656206,11.814331,0,1
