timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
4612000,-0.007115002,-0.015111281,-5.693061e-05,0.0,0.0,-0.0
4616000,-0.0069726864,-0.015136852,-7.537035e-05,0.0,0.0,-0.0
4636000,-0.0069016544,-0.015325078,-5.06565e-05,0.0,0.0,-0.0
4652000,-0.007003312,-0.015463719,-4.8399957e-06,0.0,0.0,-0.0
4672000,-0.0073841023,-0.015546683,1.0417186e-05,0.0,0.0,-0.0
4692000,-0.0077039963,-0.015704062,-8.222915e-06,0.0,0.0,-0.0
4712000,-0.007923573,-0.016101662,5.2016312e-05,0.0,0.0,-0.0
4732000,-0.007825343,-0.016312089,8.429137e-05,0.0,0.0,-0.0
4752000,-0.007859964,-0.01655699,0.0001003636,0.0,0.0,-0.0
4772000,-0.008015266,-0.016980916,0.00012262937,0.0,0.0,-0.0
4796000,-0.008279309,-0.0170626,0.00014288798,0.0,0.0,-0.0
4812000,-0.008655697,-0.017088145,0.00020536597,0.0,0.0,-0.0
4836000,-0.008866332,-0.017637216,0.00012372143,0.0,0.0,-0.0
4856000,-0.008793296,-0.018156549,7.6122046e-06,0.0,0.0,-0.0
4872000,-0.009224905,-0.018573448,0.00012406896,0.0,0.0,-0.0
4892000,-0.010084921,-0.018676843,0.00014767786,0.0,0.0,-0.0
4912000,-0.010999489,-0.019014675,0.00011795219,0.0,0.0,-0.0
4932000,-0.011500619,-0.019052979,2.5192596e-05,0.0,0.0,-0.0
4952000,-0.012167769,-0.018953333,0.00015117858,0.0,0.0,-0.0
4972000,-0.013017359,-0.019005332,0.00012171535,0.0,0.0,-0.0
4992000,-0.013384705,-0.019166974,8.151576e-05,0.0,0.0,-0.0
5012000,-0.013934721,-0.019113466,3.4343248e-05,0.0,0.0,-0.0
5032000,-0.014218136,-0.020008037,-1.3093622e-05,0.0,0.0,-0.0
5052000,-0.014498432,-0.019815257,-2.1187945e-05,0.0,0.0,-0.0
5072000,-0.01568572,-0.019733017,-4.1234056e-05,0.0,0.0,-0.0
5092000,-0.016583864,-0.019941686,-5.3112726e-05,0.0,0.0,-0.0
5116000,-0.017638171,-0.020126788,-0.00014059925,0.0,0.0,-0.0
5132000,-0.018670645,-0.019901503,-5.9833656e-05,0.0,0.0,-0.0
5156000,-0.020298053,-0.020440802,-2.1078396e-05,0.0,0.0,-0.0
5172000,-0.020789819,-0.020777535,-3.6560778e-05,0.0,0.0,-0.0
5196000,-0.021222927,-0.020812277,-4.2641197e-05,0.0,0.0,-0.0
5216000,-0.021890083,-0.02038885,-7.799708e-05,0.0,0.0,-0.0
5232000,-0.022529174,-0.019989451,2.4341594e-05,0.0,0.0,-0.0
5252000,-0.023359256,-0.019895406,-2.8496968e-05,0.0,0.0,-0.0
