timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,104.90527,133.12852,0,13,6763,1024000,0,3,253
2000000,158.31836,88.54494,0,69,7425,1024000,0,3,253
3000000,210.7627,75.596375,0,128,7377,1024000,0,3,253
4000000,263.7871,69.637566,0,185,8372,1024000,0,3,253
5000000,319.6631,66.76338,0,238,9951,1024000,0,3,253
6000000,378.34277,65.36675,0,290,10376,1024000,0,3,253
7000000,441.21094,64.998665,0,341,7712,1024000,0,3,253
8000000,501.24805,64.36159,0,409,10654,1024000,0,3,253
9000000,566.2822,64.438126,0,467,7407,1024000,0,3,253
10000000,627.6377,64.123184,0,524,8495,1024000,0,3,253
11000000,690.7627,64.030655,0,580,7148,1024000,0,3,253
12000000,753.0742,63.88482,0,633,6954,1024000,0,3,253
13000000,813.376,63.60463,0,691,7388,1024000,0,3,253
14000000,874.66797,63.4369,0,747,7004,1024000,0,3,253
15000000,934.8721,63.21829,0,808,7388,1024000,0,3,253
16000000,995.7461,63.069805,0,867,7282,1024000,0,3,253
17000000,1057.1777,62.972225,0,916,7412,1024000,0,3,253
18000000,1118.5518,62.88238,0,970,7028,1024000,0,3,253
19000000,1180.2637,62.82008,0,1027,7265,1024000,0,3,253
20000000,1238.5186,62.589375,0,1083,10405,1024000,0,3,253
21000000,1303.209,62.690445,0,1139,6875,1024000,0,3,253
22000000,1365.1631,62.65665,0,1202,6561,1024000,0,3,253
23000000,1425.4805,62.553997,0,1266,6921,1024000,0,3,253
24000000,1487.3906,62.526928,0,1324,7658,1024000,0,3,253
25000000,1548.7051,62.478016,0,1380,7780,1024000,0,3,253
26000000,1610.7158,62.459896,0,1442,7562,1024000,0,3,253
27000000,1672.2129,62.423954,0,1496,7627,1024000,0,3,253
28000000,1734.5557,62.421032,0,1552,6599,1024000,0,3,253
29000000,1794.5947,62.33829,0,1611,7380,1024000,0,3,253
30000000,1856.6875,62.330048,0,1660,6514,1024000,0,3,253
31000000,1918.3359,62.30791,0,1712,6338,1024000,0,3,253
32000000,1978.999,62.25617,0,1764,7796,1024000,0,3,253
33000000,2041.2793,62.256905,0,1816,7404,1024000,0,3,253
34000000,2102.3115,62.220657,0,1880,7714,1024000,0,3,253
35000000,2165.288,62.24239,0,1939,6338,1024000,0,3,253
36000000,2225.71,62.19152,0,1995,7345,1024000,0,3,253
37000000,2287.7578,62.18761,0,2056,7655,1024000,0,3,253
38000000,2350.4043,62.199757,0,2119,6338,1024000,0,3,253
39000000,2410.7412,62.15173,0,2179,7270,1024000,0,3,253
