timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1000000,0.0,0.0,0.0,1
1800000,0.0,0.0,0.0,1
3000000,1.7341038e-11,1.92201e-05,0.00040000002,0
3800000,2.777649e-11,1.9739107e-05,0.00036864,0
4600000,3.7393796e-11,7.978259e-05,0.00033973862,0
5800000,5.042467e-11,2.7322048e-05,0.00030057898,0
6600000,5.8266364e-11,0.00016808616,0.00027701358,0
7800000,6.889139e-11,4.200921e-05,0.00015491617,0
8600000,7.52853e-11,4.0741554e-05,0.00014277073,0
9800000,8.394866e-11,4.6037912e-05,0.00024232562,0
10600000,8.9162074e-11,5.0837592e-05,0.00044421962,0
11800000,9.622593e-11,0.00013765326,0.00076286535,0
13000000,1.02475584e-10,7.816197e-05,0.00067493436,0
13800000,1.06236485e-10,3.0648087e-05,0.0006462433,0
14600000,1.0970253e-10,2.9539728e-05,0.0005955778,0
15800000,1.14398824e-10,2.8037966e-05,0.00022572943,0
16200000,1.1584072e-10,7.242313e-05,0.0002483493,0
78400000,1.1584072e-10,7.242313e-05,0.0002483493,1
78800000,1.1584072e-10,7.242313e-05,0.0002483493,1
79200000,1.1584072e-10,7.242313e-05,0.0002483493,1
80000000,0.0007526839,9.797415e-05,0.0,0
