timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
20000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
524000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1032000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1236000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1524000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2028000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2532000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3036000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3540000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4044000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4548000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5052000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5556000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6060000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6564000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6612000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
6636000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7140000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7644000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8148000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8652000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9156000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9612000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
10116000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
10620000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
11124000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
11628000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12132000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12636000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13140000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13644000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14148000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14640000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
15144000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
15648000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
16152000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
16656000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17160000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17664000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18168000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18672000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19176000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19680000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20184000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20688000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21192000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21696000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22200000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22704000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23208000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23712000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24216000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24720000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25224000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25728000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26232000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26736000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27240000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27744000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28248000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28752000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29256000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29760000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30264000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30768000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31272000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31776000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32280000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32784000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33288000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33792000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34296000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34800000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35304000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35808000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36312000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36816000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
37320000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
37824000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
38328000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
38832000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
39336000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
39840000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40344000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
40848000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41352000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
41856000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42360000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
42864000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43368000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
43872000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44376000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
44880000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45384000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
45888000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46392000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
46896000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47400000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
47904000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48408000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
48912000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49416000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
49920000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
50424000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
50928000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
51432000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
51936000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
52440000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
52944000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
53448000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
53952000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
54456000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
54960000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
55464000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
55968000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
56472000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
56976000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
57480000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
57984000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
58488000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
58992000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
59496000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
60000000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
60504000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
61008000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
61512000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
62016000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
62520000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
63024000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
63528000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
64032000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
64536000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
65040000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
65544000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
