timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
504000,inf,0,1,1,1,0,0,1,1,0,1
1512000,inf,0,1,1,1,0,0,1,0,0,1
2512000,inf,0,1,1,1,0,0,1,0,0,1
3512000,inf,0,1,1,1,0,0,1,0,0,1
4512000,inf,0,1,1,1,0,0,1,0,0,1
5512000,inf,0,1,1,1,0,0,1,0,0,1
6512000,inf,0,1,1,1,0,0,1,0,0,1
6632000,inf,0,1,1,1,1,1,1,0,0,1
7632000,inf,0,1,1,1,1,1,1,0,0,1
8632000,inf,0,1,1,1,1,1,1,0,0,1
9612000,inf,0,1,1,1,0,0,1,0,0,1
10612000,inf,0,1,1,1,0,0,1,0,0,1
11612000,inf,0,1,1,1,0,0,1,0,0,1
12612000,inf,0,1,1,1,0,0,1,0,0,1
13612000,inf,0,1,1,1,0,0,1,0,0,1
14612000,inf,0,1,1,1,0,0,1,0,0,1
15612000,inf,0,1,1,1,0,0,1,0,0,1
15652000,inf,0,1,1,1,1,0,1,0,0,1
16340000,inf,0,1,0,0,1,0,1,0,0,1
16352000,inf,0,0,0,0,1,0,1,0,0,1
17352000,inf,0,0,0,0,1,0,0,0,0,1
18352000,inf,0,0,0,0,1,0,0,0,0,1
19352000,inf,0,0,0,0,1,0,0,0,0,1
20352000,inf,0,0,0,0,1,0,0,0,0,1
21340000,inf,0,0,0,0,0,0,0,0,0,1
22340000,inf,0,0,0,0,0,0,0,0,0,1
23340000,inf,0,0,0,0,0,0,0,0,0,1
24340000,inf,0,0,0,0,0,0,0,0,0,1
25340000,inf,0,0,0,0,0,0,0,0,0,1
26340000,inf,0,0,0,0,0,0,0,0,0,1
27340000,inf,0,0,0,0,0,0,0,0,0,1
28272000,inf,0,0,0,0,1,1,0,0,0,1
29272000,inf,0,0,0,0,1,1,0,0,0,1
29812000,inf,0,1,0,0,1,1,1,0,0,1
30172000,inf,0,1,1,0,1,1,1,0,0,1
30512000,inf,0,1,1,1,1,1,1,0,0,1
31512000,inf,0,1,1,1,1,1,1,0,0,1
32512000,inf,0,1,1,1,1,1,1,0,0,1
33512000,inf,0,1,1,1,1,1,1,0,0,1
