timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
5628000,-0.0091722505,-0.0151912905,3.943174e-05,0.0,0.0,-0.0
5632000,-0.009101258,-0.015336783,6.074138e-05,0.0,0.0,-0.0
5648000,-0.009357187,-0.015040364,4.1243078e-05,0.0,0.0,-0.0
5668000,-0.009657762,-0.015446616,5.7063276e-05,0.0,0.0,-0.0
5688000,-0.009521147,-0.015406142,-1.2291846e-05,0.0,0.0,-0.0
5708000,-0.009458219,-0.015592216,5.3611737e-05,0.0,0.0,-0.0
5728000,-0.0096687665,-0.01578447,6.025157e-05,0.0,0.0,-0.0
5748000,-0.009581774,-0.015489571,2.5962823e-05,0.0,0.0,-0.0
5768000,-0.010005613,-0.015249422,-8.4020576e-05,0.0,0.0,-0.0
5788000,-0.010144281,-0.01548851,-4.0140603e-05,0.0,0.0,-0.0
5812000,-0.009630951,-0.016192235,3.188197e-05,0.0,0.0,-0.0
5832000,-0.009641711,-0.01696488,-3.189318e-05,0.0,0.0,-0.0
5852000,-0.009887393,-0.016907765,-2.5140553e-06,0.0,0.0,-0.0
5872000,-0.0101664215,-0.016715853,1.6276694e-05,0.0,0.0,-0.0
5888000,-0.009659702,-0.016785305,-2.3159737e-05,0.0,0.0,-0.0
5908000,-0.009965651,-0.016655408,6.937842e-06,0.0,0.0,-0.0
5932000,-0.009726029,-0.016746975,1.5469936e-05,0.0,0.0,-0.0
5948000,-0.009434096,-0.016629748,2.6067657e-05,0.0,0.0,-0.0
5968000,-0.00944838,-0.016972143,7.296692e-05,0.0,0.0,-0.0
5988000,-0.009108606,-0.017160812,3.5316862e-06,0.0,0.0,-0.0
6008000,-0.008846409,-0.017238017,-3.1370746e-05,0.0,0.0,-0.0
6028000,-0.0092316475,-0.01739894,-9.3928626e-05,0.0,0.0,-0.0
6052000,-0.008959797,-0.01733038,8.3214045e-06,0.0,0.0,-0.0
6068000,-0.009156927,-0.017500909,-1.7911309e-05,0.0,0.0,-0.0
6092000,-0.009032386,-0.018271461,-2.1128231e-05,0.0,0.0,-0.0
6108000,-0.009020325,-0.018520763,-1.8850962e-05,0.0,0.0,-0.0
6128000,-0.008726593,-0.01878987,1.2875172e-05,0.0,0.0,-0.0
6148000,-0.008955829,-0.018534988,-4.126423e-05,0.0,0.0,-0.0
6172000,-0.008907863,-0.018561712,-1.5542353e-05,0.0,0.0,-0.0
6188000,-0.008501373,-0.018667795,-2.3841392e-05,0.0,0.0,-0.0
6212000,-0.008473479,-0.018426003,6.176326e-05,0.0,0.0,-0.0
6228000,-0.008139813,-0.018143179,-2.5395932e-05,0.0,0.0,-0.0
6252000,-0.0076954802,-0.018096473,2.4110086e-05,0.0,0.0,-0.0
6268000,-0.007471101,-0.018317122,2.1909074e-05,0.0,0.0,-0.0
6292000,-0.0076912087,-0.017745905,3.0741852e-05,0.0,0.0,-0.0
6308000,-0.007754472,-0.017481558,5.309708e-05,0.0,0.0,-0.0
6332000,-0.007860302,-0.017399903,5.59462e-05,0.0,0.0,-0.0
6348000,-0.0076212673,-0.017123263,4.9985407e-05,0.0,0.0,-0.0
6368000,-0.007301512,-0.016942786,-7.4507676e-05,0.0,0.0,-0.0
6388000,-0.006422348,-0.017175278,6.4736174e-05,0.0,0.0,-0.0
6412000,-0.0065212203,-0.017028036,4.9351544e-05,0.0,0.0,-0.0
6428000,-0.006617089,-0.0173078,1.4942496e-07,0.0,0.0,-0.0
6448000,-0.0068215774,-0.017584758,5.951867e-05,0.0,0.0,-0.0
6468000,-0.0068678083,-0.01743852,5.4899225e-05,0.0,0.0,-0.0
6488000,-0.007190861,-0.017943064,6.7346904e-05,0.0,0.0,-0.0
6508000,-0.0068561644,-0.018267576,0.000100781326,0.0,0.0,-0.0
6532000,-0.0072949785,-0.0185383,2.5945748e-05,0.0,0.0,-0.0
6552000,-0.007519852,-0.018420469,2.4684068e-05,0.0,0.0,-0.0
6568000,-0.0073717916,-0.018798608,6.372027e-07,0.0,0.0,-0.0
6588000,-0.007892403,-0.018826874,-1.2344194e-06,0.0,0.0,-0.0
6608000,-0.0076204706,-0.01899028,-7.998199e-07,0.0,0.0,-0.0
6628000,-0.007755819,-0.01892111,4.7344325e-05,0.0,0.0,-0.001
6648000,-0.007778999,-0.01828013,-7.928441e-05,0.0,0.0,-0.001
6672000,-0.007859374,-0.01863434,-7.727461e-05,0.0,0.0,-0.001
6688000,-0.007690671,-0.018851405,9.343067e-06,0.0,0.0,-0.001
6708000,-0.0076468647,-0.018667754,2.8191767e-05,0.0,0.0,-0.001
6728000,-0.008115008,-0.019037528,-1.1712387e-05,0.0,0.0,-0.001
6752000,-0.008672929,-0.01849744,5.419361e-05,0.0,0.0,-0.001
6768000,-0.008659608,-0.018402964,2.3051285e-05,0.0,0.0,-0.001
6792000,-0.008705341,-0.018300958,-0.00012627665,0.0,0.0,-0.001
6808000,-0.009513585,-0.018743897,3.5863086e-06,0.0,0.0,-0.001
6828000,-0.009238094,-0.019381043,1.9393323e-05,0.0,0.0,-0.001
6852000,-0.009703153,-0.019160561,-1.3640826e-05,0.0,0.0,-0.001
6868000,-0.009579385,-0.019446038,-1.1837222e-05,0.0,0.0,-0.001
6888000,-0.009242973,-0.019628678,-9.621681e-05,0.0,0.0,-0.001
6908000,-0.008829681,-0.019783745,8.014846e-06,0.0,0.0,-0.001
6932000,-0.008871719,-0.019926121,1.945855e-05,0.0,0.0,-0.001
6952000,-0.008863787,-0.020291338,8.000066e-05,0.0,0.0,-0.001
6968000,-0.009036804,-0.020629061,-1.5549736e-05,0.0,0.0,-0.001
6988000,-0.00885472,-0.020499025,1.6374734e-05,0.0,0.0,-0.001
7012000,-0.00871361,-0.01992349,4.0792187e-05,0.0,0.0,-0.001
7028000,-0.008292816,-0.01989176,-2.1437922e-05,0.0,0.0,-0.001
7048000,-0.0077694305,-0.020632349,8.336014e-06,0.0,0.0,-0.001
7072000,-0.008334815,-0.02031291,3.483507e-05,0.0,0.0,-0.001
7092000,-0.008996749,-0.020570293,-4.9739283e-05,0.0,0.0,-0.001
7108000,-0.00915991,-0.020671176,1.5244858e-05,0.0,0.0,-0.001
7128000,-0.009478985,-0.020965548,1.7646546e-05,0.0,0.0,-0.001
7148000,-0.009660467,-0.02110264,1.4693696e-05,0.0,0.0,-0.001
7168000,-0.009733383,-0.021020291,-2.3689652e-05,0.0,0.0,-0.001
7192000,-0.009152233,-0.020956224,1.6309185e-05,0.0,0.0,-0.001
7212000,-0.009466758,-0.020982116,-3.3236567e-05,0.0,0.0,-0.001
7228000,-0.009493595,-0.02107108,-4.9517652e-08,0.0,0.0,-0.001
7248000,-0.008953764,-0.021227336,1.991633e-05,0.0,0.0,-0.001
7272000,-0.008812901,-0.021902407,0.00018274401,0.0,0.0,-0.001
7288000,-0.008438048,-0.022217762,6.376575e-05,0.0,0.0,-0.001
7312000,-0.008076884,-0.022233635,4.9431874e-05,0.0,0.0,-0.001
7328000,-0.008513421,-0.022416398,-2.8510874e-06,0.0,0.0,-0.001
7348000,-0.008644774,-0.02174191,2.5884348e-05,0.0,0.0,-0.001
7368000,-0.008643073,-0.021540517,8.175034e-06,0.0,0.0,-0.001
7388000,-0.008877789,-0.021603556,5.3011103e-05,0.0,0.0,-0.001
7412000,-0.008952133,-0.021482857,-9.750755e-05,0.0,0.0,-0.001
7428000,-0.008614627,-0.021464273,-4.732377e-05,0.0,0.0,-0.001
7448000,-0.0085581895,-0.021844285,-2.9570281e-05,0.0,0.0,-0.001
7468000,-0.008286753,-0.021471635,-4.006869e-05,0.0,0.0,-0.001
7488000,-0.008139182,-0.021655407,-0.00013090957,0.0,0.0,-0.001
7508000,-0.00772715,-0.021662192,-4.3604166e-05,0.0,0.0,-0.001
7528000,-0.008176547,-0.021617824,-2.0033012e-05,0.0,0.0,-0.001
7548000,-0.0080261715,-0.022235768,-1.531736e-05,0.0,0.0,-0.001
7572000,-0.0077143377,-0.022306133,-0.00020501098,0.0,0.0,-0.001
7588000,-0.007355557,-0.022744104,-6.196708e-05,0.0,0.0,-0.001
7612000,-0.006913346,-0.023282938,4.067056e-05,0.0,0.0,-0.001
7628000,-0.0074976124,-0.02337032,-5.4498007e-05,0.0,0.0,-0.001
7652000,-0.007105109,-0.023427036,2.227207e-05,0.0,0.0,-0.001
7672000,-0.0071568997,-0.023497988,1.7443217e-05,0.0,0.0,-0.001
7692000,-0.006884224,-0.024142973,-6.482966e-05,0.0,0.0,-0.001
7708000,-0.007124421,-0.02433207,-4.3198652e-05,0.0,0.0,-0.001
7728000,-0.0073141,-0.023599712,9.204955e-06,0.0,0.0,-0.001
7748000,-0.0067870617,-0.023271604,-3.6242218e-05,0.0,0.0,-0.001
7768000,-0.006896721,-0.022761093,4.575448e-05,0.0,0.0,-0.001
7792000,-0.0065402184,-0.022409765,0.0001303142,0.0,0.0,-0.001
7812000,-0.0065192445,-0.022954464,1.9990244e-05,0.0,0.0,-0.001
7828000,-0.0068855644,-0.023507224,-2.8724112e-06,0.0,0.0,-0.001
7852000,-0.006824986,-0.023170788,5.0231258e-05,0.0,0.0,-0.001
7872000,-0.0070130047,-0.023188343,3.7250877e-05,0.0,0.0,-0.001
7888000,-0.007172589,-0.023473963,9.423421e-06,0.0,0.0,-0.001
7912000,-0.0068566343,-0.023871286,-5.5659948e-05,0.0,0.0,-0.001
7928000,-0.0068118135,-0.023579454,3.720152e-05,0.0,0.0,-0.001
7948000,-0.006891412,-0.023366202,-1.9125746e-05,0.0,0.0,-0.001
7968000,-0.00672931,-0.023653565,-3.428081e-05,0.0,0.0,-0.001
7988000,-0.0064478302,-0.023915514,6.774855e-05,0.0,0.0,-0.001
8008000,-0.0069172005,-0.024017245,2.8293181e-05,0.0,0.0,-0.001
8028000,-0.0070504453,-0.024147987,-5.9595783e-05,0.0,0.0,-0.001
8048000,-0.0071018543,-0.02389114,6.5923545e-05,0.0,0.0,-0.001
8068000,-0.0067080436,-0.023662884,-2.1422062e-05,0.0,0.0,-0.001
8088000,-0.0067653037,-0.024064507,-0.00014513206,0.0,0.0,-0.001
