timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,103.711914,128.35632,0,14,8182,1024000,0,3,253
2000000,155.01758,85.739815,0,67,10153,1024000,0,3,253
3000000,211.04199,75.15741,0,125,6997,1024000,0,3,253
4000000,261.64258,68.70866,0,180,10077,1024000,0,3,253
5000000,317.37598,66.00998,0,235,9086,1024000,0,3,253
6000000,372.62012,64.15636,0,295,10553,1024000,0,3,253
7000000,436.38574,64.09896,0,349,7222,1024000,0,3,253
8000000,495.56445,63.468807,0,404,10792,1024000,0,3,253
9000000,556.93555,63.230648,0,461,10579,1024000,0,3,253
10000000,617.38965,62.947556,0,526,10281,1024000,0,3,253
11000000,677.73926,62.707188,0,570,10865,1024000,0,3,253
12000000,738.63965,62.554173,0,623,10043,1024000,0,3,253
13000000,799.0029,62.383114,0,674,10055,1024000,0,3,253
14000000,858.6045,62.181667,0,730,10340,1024000,0,3,253
15000000,919.02734,62.062893,0,790,10686,1024000,0,3,253
16000000,978.791,61.91745,0,851,10625,1024000,0,3,253
17000000,1041.0049,61.93508,0,911,9871,1024000,0,3,253
18000000,1101.5723,61.85828,0,964,9822,1024000,0,3,253
19000000,1162.2734,61.796757,0,1027,9508,1024000,0,3,253
20000000,1222.2686,61.705803,0,1084,10033,1024000,0,3,253
21000000,1283.0127,61.659588,0,1144,9596,1024000,0,3,253
22000000,1342.6455,61.56665,0,1211,9664,1024000,0,3,253
23000000,1403.1719,61.521038,0,1258,9491,1024000,0,3,253
24000000,1463.3896,61.4663,0,1316,9872,1024000,0,3,253
25000000,1524.7139,61.46057,0,1377,9679,1024000,0,3,253
26000000,1586.165,61.460205,0,1436,9082,1024000,0,3,253
27000000,1646.3193,61.411495,0,1492,10331,1024000,0,3,253
28000000,1708.6992,61.44632,0,1558,9606,1024000,0,3,253
29000000,1773.1123,61.5493,0,1616,6749,1024000,0,3,253
30000000,1831.1826,61.432587,0,1672,10083,1024000,0,3,253
31000000,1892.4609,61.42758,0,1722,10007,1024000,0,3,253
32000000,1954.3896,61.443336,0,1771,10519,1024000,0,3,253
33000000,2016.6377,61.467865,0,1823,10430,1024000,0,3,253
34000000,2078.1523,61.469246,0,1870,10935,1024000,0,3,253
35000000,2141.1592,61.51342,0,1923,10380,1024000,0,3,253
36000000,2202.9404,61.5209,0,1977,10524,1024000,0,3,253
37000000,2269.7598,61.66485,0,2030,6858,1024000,0,3,253
38000000,2327.8936,61.571453,0,2089,10034,1024000,0,3,253
39000000,2389.3408,61.568256,0,2147,9603,1024000,0,3,253
40000000,2449.6865,61.537544,0,2212,9947,1024000,0,3,253
41000000,2514.3496,61.614132,0,2274,6787,1024000,0,3,253
42000000,2572.0557,61.520657,0,2337,9722,1024000,0,3,253
43000000,2632.4355,61.494007,0,2393,9982,1024000,0,3,253
44000000,2693.2832,61.47926,0,2447,10656,1024000,0,3,253
45000000,2754.331,61.469627,0,2502,9941,1024000,0,3,253
46000000,2814.6777,61.445114,0,2560,9975,1024000,0,3,253
47000000,2876.9912,61.463665,0,2612,9301,1024000,0,3,253
48000000,2937.372,61.441017,0,2672,9630,1024000,0,3,253
49000000,3000.0,61.465332,0,2725,7940,1024000,0,3,253
50000000,3059.3027,61.421913,0,2783,9805,1024000,0,3,253
51000000,3120.124,61.41009,0,2833,10547,1024000,0,3,253
52000000,3181.5205,61.40983,0,2889,9555,1024000,0,3,253
53000000,3241.1895,61.37686,0,2953,9110,1024000,0,3,253
54000000,3301.584,61.358604,0,3009,9625,1024000,0,3,253
55000000,3362.8145,61.35627,0,3060,9657,1024000,0,3,253
56000000,3423.7422,61.34859,0,3114,10299,1024000,0,3,253
57000000,3485.1152,61.349022,0,3168,9494,1024000,0,3,253
58000000,3545.4678,61.331783,0,3222,10671,1024000,0,3,253
59000000,3606.7764,61.33139,0,3281,9710,1024000,0,3,253
60000000,3667.3164,61.31816,0,3342,9814,1024000,0,3,253
61000000,3731.8066,61.370323,0,3398,6837,1024000,0,3,253
62000000,3788.9248,61.30153,0,3454,10194,1024000,0,3,253
63000000,3850.2275,61.301544,0,3513,9212,1024000,0,3,253
64000000,3910.0254,61.27798,0,3567,9793,1024000,0,3,253
65000000,3970.045,61.258564,0,3627,9333,1024000,0,3,253
66000000,4029.2188,61.226883,0,3681,9802,1024000,0,3,253
67000000,4090.6533,61.229996,0,3734,9126,1024000,0,3,253
68000000,4151.2734,61.220997,0,3790,9489,1024000,0,3,253
69000000,4211.756,61.210262,0,3843,10406,1024000,0,3,253
70000000,4273.0225,61.21107,0,3902,9714,1024000,0,3,253
71000000,4335.422,61.227856,0,3955,8786,1024000,0,3,253
72000000,4395.507,61.211937,0,4002,10407,1024000,0,3,253
73000000,4457.411,61.221447,0,4054,10779,1024000,0,3,253
74000000,4518.426,61.218643,0,4109,10926,1024000,0,3,253
75000000,4580.8555,61.234833,0,4164,9619,1024000,0,3,253
76000000,4641.383,61.225502,0,4219,9879,1024000,0,3,253
77000000,4703.128,61.23227,0,4270,9540,1024000,0,3,253
78000000,4764.5293,61.23444,0,4326,10789,1024000,0,3,253
79000000,4827.5625,61.257263,0,4379,10474,1024000,0,3,253
80000000,4889.077,61.26049,0,4433,10227,1024000,0,3,253
