timestamp,load,ram_usage
1004000,0.11764706,0.4757484
1504000,0.08,0.4759223
2004000,0.08,0.4759898
2504000,0.08,0.4763578
3004000,0.05882353,0.47643316
3504000,0.1,0.47637305
4004000,0.05882353,0.4767366
4504000,0.1,0.47651395
5004000,0.08,0.47658736
5504000,0.06,0.47646222
6004000,0.08,0.47646812
6504000,0.08,0.47649965
7004000,0.078431375,0.4766785
7504000,0.10204082,0.47555676
8004000,0.05882353,0.4756405
8504000,0.1,0.47537944
9004000,0.06,0.47534394
9504000,0.08,0.47543705
10004000,0.08,0.4754893
10504000,0.1,0.475508
11004000,0.078431375,0.47535428
11504000,0.06,0.47548583
12004000,0.08,0.47544643
12504000,0.1,0.47537056
13004000,0.08,0.47534347
13504000,0.08,0.47532573
14004000,0.08,0.47523114
14504000,0.08,0.47522473
15004000,0.08,0.47526908
15504000,0.09803922,0.4753996
16004000,0.06,0.4751745
16504000,0.078431375,0.47510552
17004000,0.08163265,0.4750543
17504000,0.078431375,0.47505134
18004000,0.06,0.4751336
18504000,0.08,0.47504246
19004000,0.08,0.47499567
19504000,0.08,0.4748055
20004000,0.078431375,0.47488728
20504000,0.08,0.47480157
21004000,0.08,0.4748469
21504000,0.08,0.4748065
22004000,0.08,0.47475722
22504000,0.05,0.47472128
23004000,0.078431375,0.47468877
23504000,0.1,0.47474444
24004000,0.06,0.47473705
24504000,0.06,0.4747735
25004000,0.083333336,0.47479862
25504000,0.08,0.47481486
26004000,0.05,0.47478482
26504000,0.08,0.47450846
27004000,0.08,0.47450945
27504000,0.06,0.4745474
28004000,0.1,0.47473705
28504000,0.06,0.47473752
29004000,0.08,0.47470254
29504000,0.06,0.47456512
30004000,0.09803922,0.47462767
30504000,0.06,0.47440943
31004000,0.08,0.47445327
31504000,0.08,0.47427496
32004000,0.08,0.47433358
32504000,0.08,0.47433504
33004000,0.06,0.47419956
33504000,0.08,0.4741513
34004000,0.08,0.4746986
34504000,0.08,0.47466314
35004000,0.078431375,0.4746577
35504000,0.08,0.47476414
36004000,0.06,0.47479567
36504000,0.08,0.4747597
37004000,0.1,0.47453505
37504000,0.06,0.4746395
38004000,0.078431375,0.47424883
38504000,0.08,0.47426757
39004000,0.08,0.4742449
39504000,0.08,0.47432372
40004000,0.08,0.4743976
40504000,0.08,0.47461486
41004000,0.078431375,0.47473162
41504000,0.06,0.4747523
42004000,0.1,0.47477546
42504000,0.06,0.4747991
43004000,0.08,0.47460994
43504000,0.08,0.4746188
44004000,0.08,0.47463113
44504000,0.08,0.47462472
45004000,0.08,0.47472227
45504000,0.078431375,0.47447348
46004000,0.06779661,0.4744439
46504000,0.09803922,0.47448775
47004000,0.06,0.47465327
47504000,0.08,0.4745119
48004000,0.08,0.4745001
48504000,0.078431375,0.4746178
49004000,0.08,0.47458777
49504000,0.06666667,0.47467202
50004000,0.08,0.47461388
50504000,0.06,0.47470894
51004000,0.08,0.4745464
51504000,0.08,0.47570848
52004000,0.06,0.4756893
52504000,0.1,0.4756479
53004000,0.06,0.4756405
53504000,0.08,0.47575676
54004000,0.05882353,0.47575235
54504000,0.08163265,0.47591245
55004000,0.078431375,0.47593954
55504000,0.08,0.47607452
56004000,0.05,0.47611836
56504000,0.08,0.4760834
57004000,0.08,0.47615334
57504000,0.08,0.47618338
58004000,0.08,0.47621688
58504000,0.06666667,0.47617257
59004000,0.06,0.47607306
59504000,0.08,0.47606614
60004000,0.08,0.4760632
60504000,0.078431375,0.4760696
61004000,0.08,0.47597355
61504000,0.08,0.47605038
62004000,0.06,0.4758346
62504000,0.08,0.47593608
63004000,0.08,0.47582376
63504000,0.06,0.4759425
64004000,0.08,0.4757701
64504000,0.1,0.47570652
65004000,0.06,0.4757366
65504000,0.06,0.47579816
66004000,0.08,0.47576812
66504000,0.08,0.47585776
67004000,0.08,0.47587895
67504000,0.06,0.47597155
68004000,0.078431375,0.4760095
68504000,0.08,0.47574198
69004000,0.06,0.47572967
69504000,0.08,0.47582525
70004000,0.08,0.4758159
70504000,0.08,0.4758425
71004000,0.06,0.47587204
71504000,0.08,0.4759021
72004000,0.08,0.47588238
72504000,0.05,0.4758893
73004000,0.078431375,0.47601196
73504000,0.06666667,0.4759903
74004000,0.06,0.47605482
74504000,0.08,0.47607452
75004000,0.08,0.47548485
75504000,0.08,0.47557646
76004000,0.08,0.47603709
76504000,0.08,0.47607306
77004000,0.08,0.47602773
77504000,0.08,0.47603068
78004000,0.08,0.47605678
78504000,0.078431375,0.4760208
79004000,0.08,0.47610015
79504000,0.08,0.4759824
80004000,0.08,0.47565284
80504000,0.08,0.4759622
81004000,0.078431375,0.4759277
81504000,0.08,0.4759824
82004000,0.08,0.4757292
82504000,0.1,0.47583264
