timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
400000,1659978805839389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.049999997,0.049999997,0.0,0.01,6.2636375,0,nan,nan,3,0,1,10,0
800000,1659978806240389,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,2.5553367,0,nan,nan,3,0,1,10,0
1200000,1659978806640389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0145599,0,nan,nan,3,0,1,10,0
1600000,1659978807040389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.719793,0,nan,nan,3,0,1,10,0
1996000,1659978807440389,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.4498177,0,nan,nan,3,0,1,10,0
2400000,1659978807839389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.937839,0,nan,nan,3,0,1,10,0
2796000,1659978808239389,473977419,85455939,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,-0.02,4.0503855,0,nan,nan,3,0,1,10,0
3000000,1659978808440389,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.0,3.663097,0,nan,nan,3,0,1,10,0
3396000,1659978808839389,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0.45430917,0,nan,nan,3,0,1,10,0
3800000,1659978809240389,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.498834,0,nan,nan,3,0,1,10,0
4200000,1659978809640389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.882632,0,nan,nan,3,0,1,10,0
4600000,1659978810039389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,5.3373914,0,nan,nan,3,0,1,10,0
5000000,1659978810439389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.0815532,0,nan,nan,3,0,1,10,0
5400000,1659978810840389,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,3.9306557,0,nan,nan,3,0,1,10,0
5800000,1659978811240389,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.601983,0,nan,nan,3,0,1,10,0
6200000,1659978811640389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.0308652,0,nan,nan,3,0,1,10,0
6600000,1659978812039389,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0.29304075,0,nan,nan,3,0,1,10,0
6996000,1659978812439389,473977419,85455939,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,4.95307,0,nan,nan,3,0,1,10,0
