timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1220000,0.0,0.0,488.05612,0.0,0.0,0.0,0.0,1,0,0,0
8216000,47.39774251918804,8.545593434953364,487.99667,0.06885057,-0.035003316,0.059441507,1.5655028,1,1,1,0
14612000,47.39774176033538,8.545593937711192,488.02493,-0.015529998,0.0028384612,0.031184439,1.582353,1,1,1,0
16328000,47.39774182999363,8.545593644657547,487.97852,-0.0077843536,-0.019219218,0.07760329,1.5815985,1,1,1,0
22184000,47.39774182999363,8.545593644657547,487.97852,-0.0077843536,-0.019219218,0.07760329,1.5888195,1,1,1,0
