timestamp,rtl_time_s,rtl_limit_fraction
8000000,3.4856364e-11,3.8729294e-14
9032000,0.06811534,7.568371e-05
10040000,0.061400536,6.822283e-05
11040000,0.04420782,4.91198e-05
12052000,0.03172564,3.5250716e-05
13060000,0.019413127,2.157014e-05
14072000,0.03782089,4.2023214e-05
15080000,0.007033151,7.814613e-06
16080000,0.021047719,2.3386356e-05
17092000,0.00094588986,1.0509888e-06
18100000,0.0062149786,6.9055322e-06
19112000,0.032499064,3.6110072e-05
20120000,0.24426393,0.00027140437
21120000,0.6400049,0.0007111166
22132000,1.264679,0.0014051988
23140000,1.9168323,0.002129814
24152000,2.1498504,0.0023887227
25160000,2.4385781,0.0027095312
26160000,2.4373167,0.0027081298
27172000,2.3084993,0.0025649995
28180000,2.3224196,0.0025804664
29192000,2.5478563,0.0028309517
30200000,2.5664785,0.002851643
31200000,2.535913,0.0028176813
32212000,2.4986942,0.002776327
33220000,2.4742315,0.0027491462
34232000,2.4667175,0.0027407974
35240000,2.378884,0.0026432048
36240000,2.320254,0.0025780604
37252000,2.515873,0.0027954145
38260000,2.7428849,0.00304765
39272000,2.7454977,0.0030505531
40280000,2.7078667,0.003008741
41280000,2.671447,0.0029682745
42292000,2.6370456,0.002930051
43300000,2.5283754,0.0028093061
44312000,2.438748,0.00270972
45320000,2.4581022,0.002731225
46332000,2.4600775,0.0027334196
47332000,2.4583182,0.0027314648
48340000,2.4548886,0.002727654
49352000,2.4470615,0.0027189576
50360000,2.4444878,0.0027160977
51360000,2.2612429,0.0025124922
52372000,1.9153868,0.0021282076
53380000,2.0015416,0.0022239352
54392000,2.2028756,0.0024476396
55400000,2.1957622,0.002439736
56400000,2.1719825,0.002413314
57412000,2.1493444,0.0023881607
58420000,2.1384127,0.0023760141
59432000,1.9543563,0.0021715073
60440000,1.5521379,0.0017245976
61440000,1.2853673,0.0014281858
62452000,1.3094307,0.0014549231
63460000,1.6828321,0.0018698137
64472000,2.1975675,0.0024417418
65480000,2.5513291,0.0028348104
66480000,2.6287532,0.002920837
67492000,2.3283362,0.0025870404
68500000,1.8939687,0.0021044097
69512000,1.7407033,0.001934115
70520000,1.9945889,0.00221621
71520000,2.0668867,0.002296541
72532000,2.0281808,0.0022535345
73540000,1.989697,0.0022107745
74552000,1.9657863,0.0021842073
75560000,1.9424472,0.0021582746
76600000,1.4989337,0.001665482
77612000,0.6491765,0.00072130724
78620000,0.21925588,0.00024361766
79620000,0.12465382,0.00013850426
80632000,0.0663991,7.3776784e-05
81640000,0.038847353,4.3163727e-05
82672000,0.062442366,6.938041e-05
