timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
808000,0.0,0.0,0.0,1
2000000,0.0,0.0,0.0,1
2800000,0.0,0.0,0.0,1
3812000,0.0,0.0,0.0,1
5000000,0.0,0.0,0.0,1
5812000,0.0,0.0,0.0,1
6612000,0.0,0.0,0.0,1
7812000,0.0,0.0,0.0,1
8812000,0.0,0.0,0.0,1
9612000,0.0,0.0,0.0,1
10812000,0.0,0.0,0.0,1
11812000,0.0,0.0,0.0,1
12612000,0.0,0.0,0.0,1
13812000,0.0,0.0,0.0,1
14612000,0.0,0.0,0.0,1
15812000,0.0,0.0,0.0,1
16212000,0.0,0.0,0.0,1
80000000,0.0,0.0,0.0,1
80412000,0.0,0.0,0.0,1
81000000,0.0,0.0,0.0,1
81800000,0.0,0.0,0.0,1
