timestamp,tilt_limit,takeoff_state
648000,0.0,1
8000000,0.0016000001,1
8012000,0.004,1
9000000,0.2015999,1
9040000,0.20943952,1
14632000,0.20943952,2
15632000,0.20943952,3
15652000,0.20943952,4
18660000,0.21103951,5
18672000,0.21343951,5
19652000,0.40943977,5
20652000,0.60944015,5
21532000,0.7853982,5
79972000,0.7829982,3
79980000,0.7813982,3
80972000,0.5829978,3
81972000,0.38299736,1
