timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,102.06348,125.69394,0,7,10023,1024000,0,3,253
2000000,156.15625,86.17895,0,69,9552,1024000,0,3,253
3000000,211.95996,75.376945,0,132,8093,1024000,0,3,253
4000000,265.63184,69.68307,0,190,8876,1024000,0,3,253
5000000,321.23242,66.75653,0,249,8713,1024000,0,3,253
6000000,380.13574,65.40533,0,298,7691,1024000,0,3,253
7000000,439.62988,64.53757,0,356,8284,1024000,0,3,253
8000000,503.1455,64.406746,0,409,7691,1024000,0,3,253
9000000,565.1172,64.13041,0,468,7085,1024000,0,3,253
10000000,625.61426,63.760117,0,521,7861,1024000,0,3,253
11000000,686.16113,63.462925,0,583,7085,1024000,0,3,253
12000000,746.1621,63.169838,0,633,7554,1024000,0,3,253
13000000,803.00684,62.67615,0,688,10887,1024000,0,3,253
14000000,866.5254,62.73714,0,743,7363,1024000,0,3,253
15000000,927.3115,62.605423,0,805,7085,1024000,0,3,253
16000000,986.7627,62.405937,0,869,7276,1024000,0,3,253
17000000,1048.6816,62.376972,0,923,7016,1024000,0,3,253
18000000,1108.7891,62.249557,0,983,7240,1024000,0,3,253
19000000,1165.7803,61.97003,0,1043,10723,1024000,0,3,253
20000000,1230.127,62.089996,0,1093,7538,1024000,0,3,253
21000000,1287.1338,61.845753,0,1145,10856,1024000,0,3,253
22000000,1351.2148,61.94823,0,1208,7178,1024000,0,3,253
23000000,1412.0361,61.89883,0,1271,6920,1024000,0,3,253
24000000,1472.6982,61.846893,0,1325,7354,1024000,0,3,253
25000000,1534.3994,61.84102,0,1375,6970,1024000,0,3,253
26000000,1594.8662,61.78778,0,1433,7184,1024000,0,3,253
27000000,1651.6455,61.600983,0,1487,10475,1024000,0,3,253
28000000,1715.3115,61.67523,0,1546,6970,1024000,0,3,253
29000000,1771.7773,61.494423,0,1604,10501,1024000,0,3,253
30000000,1836.082,61.58869,0,1662,6774,1024000,0,3,253
31000000,1896.374,61.546604,0,1720,7265,1024000,0,3,253
32000000,1953.5049,61.4078,0,1778,10288,1024000,0,3,253
33000000,2016.6553,61.460907,0,1838,8615,1024000,0,3,253
34000000,2078.9375,61.485195,0,1896,7900,1024000,0,3,253
35000000,2139.5537,61.460236,0,1954,7757,1024000,0,3,253
