timestamp,mag_inconsistency_angle
496000,0.00044258253
992000,4.401669e-05
1496000,4.1651956e-06
1992000,0.00032418998
2496000,3.063175e-05
2992000,3.0533806e-06
3500000,2.9527766e-07
3992000,3.7044643e-08
4488000,1.1940103e-08
4996000,7.589497e-09
5500000,6.4461165e-09
5996000,8.466136e-09
6492000,0.0011725676
6996000,0.00011077751
7492000,1.1022882e-05
7996000,0.00038602203
8492000,3.8392925e-05
8988000,3.824358e-06
9492000,3.6894963e-07
9988000,4.4436973e-08
10496000,1.2932181e-08
11000000,7.930075e-09
11496000,7.5410425e-09
11992000,7.213664e-09
12496000,8.679125e-09
12992000,8.430674e-09
13496000,8.446351e-09
13992000,9.0323224e-09
14488000,7.626531e-09
14596000,8.095944e-09
