timestamp,load,ram_usage
1004000,0.12,0.38614523
1504000,0.05882353,0.3861472
2004000,0.06666667,0.38615605
2504000,0.1,0.38627282
3004000,0.08,0.38624474
3504000,0.05882353,0.38622552
4004000,0.08,0.38631666
4504000,0.08,0.38657776
5004000,0.06,0.38633093
5504000,0.1,0.38639694
6004000,0.08,0.38638464
6504000,0.08,0.3865758
7004000,0.08,0.38651666
7504000,0.07692308,0.38667923
8004000,0.1,0.38668317
8504000,0.078431375,0.38670683
9004000,0.08,0.3867349
9504000,0.06666667,0.3868014
10004000,0.08,0.38671815
10504000,0.08,0.38678664
11004000,0.09803922,0.38678318
11504000,0.06122449,0.38676545
12004000,0.078431375,0.3868876
12504000,0.08,0.38690928
13004000,0.06,0.38687038
13504000,0.1,0.3868827
14004000,0.06,0.38681716
14504000,0.08,0.38683933
15004000,0.1,0.38680732
15504000,0.06,0.38677135
16004000,0.08,0.38670042
16504000,0.078431375,0.38649645
17004000,0.08,0.3865669
17504000,0.08,0.38678563
18004000,0.06,0.38671815
18504000,0.1,0.38674968
19004000,0.08,0.38673636
19504000,0.08,0.386663
20004000,0.06,0.38669893
20504000,0.078431375,0.3867945
21004000,0.08,0.3868625
21504000,0.06,0.3868822
22004000,0.08,0.38685462
22504000,0.1,0.38691965
23004000,0.06,0.38689056
23504000,0.08,0.38669106
24004000,0.08,0.38669944
24504000,0.06,0.38657135
25004000,0.09803922,0.38668513
25504000,0.06,0.38675952
26004000,0.06666667,0.3869423
26504000,0.06,0.38720438
27004000,0.1,0.38712752
27504000,0.08,0.38675067
28004000,0.06,0.3868822
28504000,0.078431375,0.38703442
29004000,0.08,0.3870487
29504000,0.08,0.38692406
30004000,0.08,0.38692653
30504000,0.08,0.38691226
31004000,0.06,0.38706005
31504000,0.08,0.3870615
32004000,0.1,0.38705805
32504000,0.08,0.38705608
33004000,0.06,0.38692012
33504000,0.078431375,0.3870689
