timestamp,accel_device_id,gyro_device_id
36000,1310988,1310988
708000,1310988,1310988
29032000,1310996,1310996
60872000,1311004,1311004
60880000,1310988,1310988
61012000,1311004,1311004
61016000,1310996,1310996
71400000,1311004,1311004
77020000,1310988,1310988
77408000,1310996,1310996
