timestamp,tilt_limit,takeoff_state
708000,0.0,1
6612000,0.0016000001,1
6624000,0.004,1
7612000,0.2015999,1
7652000,0.20943952,1
14604000,0.20943952,2
15604000,0.20943952,4
18612000,0.21103951,5
18624000,0.21343951,5
19612000,0.41103977,5
20604000,0.60944015,5
21484000,0.7853982,5
80256000,0.78379816,3
80268000,0.7813982,3
81256000,0.58379775,3
