timestamp,rtl_time_s,rtl_limit_fraction
8204000,1.0301349e-11,1.1445944e-14
9244000,0.0071570007,7.952223e-06
10284000,0.009589028,1.0654476e-05
11288000,0.002068057,2.2978413e-06
12296000,0.0024300972,2.700108e-06
13308000,0.012270912,1.3634347e-05
14308000,0.021830173,2.4255749e-05
15316000,0.01504501,1.6716678e-05
16328000,0.043196376,4.7995978e-05
17336000,0.011069481,1.2299424e-05
18348000,0.033458143,3.7175716e-05
19348000,0.031213563,3.468174e-05
20356000,0.5510625,0.00061229174
21368000,1.1036458,0.0012262731
22376000,1.5308728,0.0017009699
23388000,1.8677614,0.0020752905
24388000,2.3562145,0.0026180162
25396000,2.3999858,0.002666651
26408000,2.3321955,0.0025913285
27416000,2.230965,0.00247885
28428000,1.7920411,0.001991157
29428000,1.8375503,0.0020417226
30436000,2.3614411,0.0026238235
31448000,2.5013592,0.002779288
32456000,2.5198328,0.0027998143
33468000,2.51823,0.0027980334
34468000,2.5072918,0.00278588
35476000,2.5255399,0.0028061557
36488000,2.6216598,0.0029129556
37496000,2.6962948,0.002995883
38508000,2.6921973,0.0029913306
39508000,2.6716995,0.002968555
40516000,2.6620948,0.0029578833
41528000,2.6500049,0.0029444501
42536000,2.6337318,0.0029263687
43548000,2.5201986,0.0028002209
44548000,2.1906917,0.002434102
45556000,2.3102112,0.0025669013
46568000,2.4262187,0.0026957986
47576000,2.4843495,0.0027603884
48588000,2.4940288,0.0027711433
49588000,2.4889016,0.0027654464
50596000,2.484825,0.0027609167
51608000,2.2281141,0.0024756824
52616000,2.1655102,0.0024061226
53628000,2.1113174,0.0023459084
54628000,2.135596,0.0023728844
55636000,2.1284595,0.0023649551
56648000,2.1270044,0.0023633384
57656000,2.1354887,0.0023727652
58668000,2.1438036,0.002382004
59668000,1.8778416,0.0020864909
60676000,0.9385723,0.0010428581
61688000,0.59346706,0.0006594079
62696000,1.5184277,0.001687142
63708000,2.3062043,0.0025624493
64708000,2.5612164,0.0028457963
65716000,2.6397135,0.002933015
66728000,2.6623673,0.002958186
67736000,2.4449692,0.0027166328
68748000,2.181965,0.0024244057
69748000,2.0806057,0.0023117843
70756000,2.0614834,0.002290537
71768000,2.0076354,0.0022307062
72776000,1.9862193,0.0022069104
73788000,1.9567348,0.00217415
74788000,1.9533266,0.002170363
75788000,1.9552671,0.002172519
76796000,1.37538,0.0015282001
77796000,0.70955414,0.00078839355
78808000,0.33283707,0.000369819
79816000,0.3118227,0.0003464697
80828000,0.36008456,0.00040009397
81828000,0.39688143,0.00044097938
