timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6800000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
27668000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
32660000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32708000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32760000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32808000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32860000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32908000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32960000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33008000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33060000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33108000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33160000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33212000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33368000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33468000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33568000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33668000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33716000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33768000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33868000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
33968000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34068000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34168000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34368000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34468000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34568000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
34620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
