timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1000000,0.0,0.0,0.0,1
1800000,0.0,0.0,0.0,1
3000000,0.0,0.0,0.0,1
3800000,0.0,0.0,0.0,1
5000000,0.0,0.0,0.0,1
5800000,0.0,0.0,0.0,1
7000000,0.0,0.0,0.0,1
7800000,0.0,0.0,0.0,1
9000000,0.0,0.0,0.0,1
9800000,0.0,0.0,0.0,1
11000000,0.0,0.0,0.0,1
11800000,0.0,0.0,0.0,1
13000000,0.0,0.0,0.0,1
13800000,0.0,0.0,0.0,1
15000000,0.0,0.0,0.0,1
15800000,0.0,0.0,0.0,1
16200000,0.0,0.0,0.0,1
32800000,0.0,0.0,0.0,1
33200000,0.0,0.0,0.0,1
33600000,0.0,0.0,0.0,1
34800000,0.0,0.0,0.0,1
