timestamp,mag_inconsistency_angle
496000,7.010626e-09
992000,6.9535915e-09
1496000,6.492204e-09
1992000,0.0005626989
2496000,5.3163843e-05
2992000,5.293691e-06
3500000,5.0704307e-07
3992000,0.00020688577
4500000,1.9551653e-05
4996000,5.393183e-05
5500000,0.0004568513
5996000,0.0005971556
6500000,0.00021561552
6996000,2.1448064e-05
7492000,2.1401793e-06
7996000,0.0003852654
8492000,3.8318325e-05
9000000,3.628029e-06
9492000,3.666364e-07
10000000,4.1978765e-08
10496000,1.2335127e-08
10988000,8.819408e-09
11496000,8.826633e-09
11992000,8.8903285e-09
12496000,9.108805e-09
12992000,7.963574e-09
13496000,8.375282e-09
13992000,7.800296e-09
14500000,0.00024517655
14640000,0.00012586321
34628000,0.000119570264
34640000,0.000113592025
35124000,1.1896542e-05
