timestamp,mag_inconsistency_angle
496000,7.455168e-09
992000,7.5356565e-09
1496000,9.217364e-09
1992000,8.425549e-09
2496000,8.337492e-09
2992000,0.00028150037
3488000,2.8000444e-05
3992000,2.652887e-06
4488000,2.711167e-07
4996000,3.244715e-08
5500000,1.0745921e-08
5996000,0.00019101
6492000,0.00029973124
6996000,2.832271e-05
7492000,2.8245727e-06
7996000,2.7323748e-07
8492000,3.466992e-08
9000000,1.0682688e-08
9492000,8.047673e-09
9988000,8.594482e-09
10496000,8.335149e-09
11000000,7.846214e-09
11496000,0.00047820294
12000000,0.00015346585
12496000,0.00011298092
12992000,1.1241471e-05
13496000,0.0004029242
13992000,4.0074192e-05
14500000,3.7934085e-06
14620000,2.1604724e-06
79408000,2.0526454e-06
79420000,1.9501767e-06
79904000,2.119472e-07
