timestamp,mag_inconsistency_angle
496000,7.0921256e-09
1000000,7.568088e-09
1496000,8.8700824e-09
1992000,0.000109845525
2496000,1.0383462e-05
2992000,0.0003856764
3488000,3.835867e-05
3992000,0.0006911212
4488000,6.873258e-05
4996000,6.499376e-06
5500000,6.208917e-07
5996000,6.8803544e-08
6500000,1.38992435e-08
6996000,7.828767e-05
7492000,5.2915213e-05
7996000,5.0062404e-06
8492000,5.043195e-07
9000000,0.00012755381
9492000,1.2692217e-05
9988000,1.2686803e-06
10496000,1.2615637e-07
10988000,1.9756616e-08
11496000,9.772038e-09
11992000,7.730147e-09
12496000,7.3169755e-09
12992000,0.0008326759
13496000,0.00038961167
13992000,3.875133e-05
14488000,3.8605262e-06
14632000,0.00016215211
82280000,0.00015404486
82292000,0.00014634262
82776000,1.5323943e-05
