timestamp,rtl_time_s,rtl_limit_fraction
8416000,1.22839915e-11,1.36488805e-14
9448000,0.011927232,1.3252481e-05
10460000,0.044793572,4.977064e-05
11472000,0.047731414,5.303491e-05
12480000,0.04111331,4.5681456e-05
13480000,0.06099877,6.777642e-05
14492000,0.03915851,4.3509455e-05
15500000,0.026053945,2.8948829e-05
16512000,0.0068838424,7.648714e-06
17520000,0.038442217,4.271358e-05
18520000,0.044268,4.918667e-05
19532000,0.05500439,6.111599e-05
20540000,0.07978605,8.865117e-05
21552000,0.07013831,7.7931465e-05
22560000,0.1463052,0.00016256135
23560000,0.1986283,0.00022069813
24572000,0.3422929,0.00038032548
25580000,0.48795572,0.00054217305
26592000,0.630122,0.0007001356
27600000,0.78304917,0.00087005465
28600000,0.9200972,0.0010223303
29612000,1.0628878,0.0011809864
30620000,1.1897159,0.0013219066
31632000,1.3273993,0.0014748882
32640000,1.4548743,0.001616527
33640000,1.6025703,0.0017806337
34652000,1.7704856,0.0019672064
35660000,1.9474589,0.0021638433
36672000,2.1188958,0.0023543288
37680000,2.3047333,0.002560815
38680000,2.4909945,0.0027677717
39692000,2.6874638,0.002986071
40700000,2.6262255,0.0029180283
41712000,2.311098,0.0025678868
42720000,1.9567288,0.0021741432
43720000,1.5547861,0.0017275402
44732000,1.0583636,0.0011759595
45740000,0.65781033,0.0007309004
46752000,1.0314953,0.0011461059
47760000,1.3420401,0.0014911557
48760000,1.5977224,0.0017752473
49772000,1.8315256,0.0020350285
50780000,2.041747,0.002268608
51792000,2.2385218,0.0024872466
52800000,2.4250934,0.0026945483
53800000,2.595111,0.0028834566
54812000,2.755796,0.0030619956
55820000,2.9155579,0.003239509
56832000,3.0273201,0.0033636892
57840000,3.0758803,0.0034176449
58840000,3.1111922,0.0034568803
59852000,3.1556304,0.003506256
60860000,3.0073204,0.0033414671
61872000,2.8276532,0.003141837
62880000,2.6859534,0.002984393
63880000,2.6122859,0.0029025401
64892000,2.5881786,0.0028757541
65900000,2.6300895,0.002922322
66912000,2.7437232,0.0030485813
67920000,2.8583782,0.003175976
68920000,2.8704906,0.003189434
69932000,2.8463469,0.0031626078
70940000,2.8090594,0.0031211774
71952000,2.762721,0.0030696902
