timestamp,mag_inconsistency_angle
496000,7.844605e-09
992000,8.530273e-09
1496000,7.502408e-09
1992000,7.833939e-05
2496000,7.4076183e-06
2992000,7.4184976e-07
3488000,8.006617e-08
3992000,1.5063078e-08
4500000,8.976718e-09
4996000,0.00029808958
5500000,0.0005501857
5996000,5.4717868e-05
6500000,5.1773727e-06
6996000,5.219588e-07
7492000,0.000103898616
7996000,9.821922e-06
8492000,0.00050748256
8988000,5.047148e-05
9492000,0.000167247
9988000,1.6638585e-05
10492000,0.0002967343
11000000,2.8039405e-05
11496000,0.00066970947
12000000,0.0004429919
12496000,7.2534574e-05
12992000,7.219244e-06
13496000,6.8994717e-07
13992000,7.61314e-08
14500000,0.00040504834
14640000,0.00020793309
