timestamp,rtl_time_s,rtl_limit_fraction
8408000,9.727818e-12,1.0808688e-14
9448000,0.0454436,5.049289e-05
10468000,0.045663964,5.073774e-05
11476000,0.052871644,5.8746275e-05
12476000,0.05218764,5.798627e-05
13488000,0.06628521,7.365023e-05
14496000,0.07646143,8.4957144e-05
15496000,0.021478148,2.3864612e-05
16496000,0.0039067706,4.340857e-06
17508000,0.01074639,1.1940433e-05
18516000,0.008152367,9.058186e-06
19528000,0.059487946,6.6097724e-05
20536000,0.18246517,0.00020273909
21536000,0.3655245,0.00040613834
22548000,0.58608806,0.000651209
23556000,0.82302463,0.00091447186
24568000,1.0495204,0.0011661338
25576000,1.2464414,0.0013849349
26576000,1.4193385,0.0015770427
27588000,1.5770273,0.0017522526
28596000,1.7149075,0.0019054529
29608000,1.8465074,0.002051675
30616000,1.9613935,0.002179326
31616000,2.089625,0.0023218056
32628000,2.232545,0.0024806054
33636000,2.3861752,0.0026513056
34648000,2.53241,0.002813789
35656000,2.6801448,0.0029779386
36656000,2.8295436,0.0031439373
37668000,2.987886,0.0033198735
38676000,3.1495688,0.0034995212
39688000,3.1525693,0.0035028548
40696000,2.904227,0.0032269189
41696000,2.6238227,0.0029153589
42708000,2.2898319,0.0025442578
43716000,1.8817546,0.0020908385
44728000,1.3588005,0.0015097784
45736000,0.8461011,0.0009401124
46736000,0.9530747,0.0010589719
47748000,1.182947,0.0013143856
48756000,1.3840604,0.0015378449
49768000,1.5675502,0.0017417225
50776000,1.7464833,0.0019405371
51776000,1.9254314,0.0021393683
52788000,2.1034036,0.0023371154
53796000,2.2649503,0.0025166117
54808000,2.4216256,0.0026906952
55816000,2.5784943,0.0028649939
56816000,2.6605487,0.0029561655
57828000,2.6508157,0.002945351
58836000,2.6231506,0.002914612
59848000,2.472548,0.0027472756
60856000,2.1742992,0.0024158882
61856000,1.7754495,0.0019727217
62868000,1.241471,0.0013794124
63876000,1.0241024,0.0011378917
64888000,1.402357,0.0015581746
65896000,1.6879537,0.0018755043
66896000,1.95113,0.0021679222
67908000,2.2008817,0.0024454244
68916000,2.4120834,0.0026800928
69928000,2.5374467,0.0028193854
70936000,2.5725727,0.0028584143
71936000,2.568131,0.002853479
72948000,2.5616646,0.002846294
73956000,2.5409255,0.0028232508
74968000,2.5412002,0.002823556
76008000,2.5618992,0.0028465549
77016000,2.2598476,0.002510942
78028000,1.6012166,0.0017791296
79036000,1.1693865,0.0012993184
80036000,1.2091677,0.0013435198
81048000,1.2570351,0.0013967059
82056000,1.2949121,0.0014387913
83088000,0.04850929,5.389921e-05
