timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
704000,0.0,0.0,0.0,1
1800000,0.0,0.0,0.0,1
2600000,0.0,0.0,0.0,1
3800000,0.0,0.0,0.0,1
4600000,0.0,0.0,0.0,1
5800000,0.0,0.0,0.0,1
6600000,0.0,0.0,0.0,1
7800000,0.0,0.0,0.0,1
9000000,0.0,0.0,0.0,1
9800000,0.0,0.0,0.0,1
10600000,0.0,0.0,0.0,1
11800000,0.0,0.0,0.0,1
13000000,0.0,0.0,0.0,1
13800000,0.0,0.0,0.0,1
15000000,0.0,0.0,0.0,1
15800000,0.0,0.0,0.0,1
16200000,0.0,0.0,0.0,1
80612000,0.0,0.0,0.0,1
81012000,0.0,0.0,0.0,1
81400000,0.0,0.0,0.0,1
82612000,0.0,0.0,0.0,1
