timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620172,0,955.961,11.827728
1996000,1996000,6620172,0,955.9513,11.827728
2984000,2984000,6620172,0,955.95123,11.827728
3992000,3992000,6620172,0,955.96436,11.827728
5000000,5000000,6620172,0,955.9404,11.827728
5984000,5984000,6620172,0,955.94464,11.827728
6992000,6992000,6620172,0,955.94226,11.827728
8000000,8000000,6620172,0,955.94794,11.827728
8988000,8988000,6620172,0,955.9406,11.827728
9996000,9996000,6620172,0,955.94116,11.827728
10984000,10984000,6620172,0,955.9384,11.827728
11992000,11992000,6620172,0,955.9427,11.827728
13000000,13000000,6620172,0,955.9594,11.827728
13988000,13988000,6620172,0,955.9594,11.827728
14996000,14996000,6620172,0,955.92114,11.827728
15980000,15980000,6620172,0,955.9567,11.827728
16988000,16988000,6620172,0,955.9389,11.827728
17996000,17996000,6620172,0,955.9412,11.827728
18984000,18984000,6620172,0,955.9464,11.827576
19992000,19992000,6620172,0,955.9398,11.827515
21000000,21000000,6620172,0,955.9428,11.827545
21988000,21988000,6620172,0,955.9494,11.827087
22996000,22996000,6620172,0,955.91864,11.826263
23984000,23984000,6620172,0,955.9072,11.825348
24992000,24992000,6620172,0,955.88684,11.824432
26000000,26000000,6620172,0,955.8738,11.823547
26984000,26984000,6620172,0,955.8745,11.822815
27992000,27992000,6620172,0,955.8552,11.822205
29000000,29000000,6620172,0,955.84375,11.821655
29988000,29988000,6620172,0,955.8305,11.821167
30996000,30996000,6620172,0,955.8265,11.820679
31984000,31984000,6620172,0,955.8175,11.82016
32992000,32992000,6620172,0,955.81573,11.81958
34000000,34000000,6620172,0,955.7844,11.818878
34988000,34988000,6620172,0,955.8026,11.818146
35996000,35996000,6620172,0,955.76904,11.817352
36980000,36980000,6620172,0,955.73883,11.816528
37988000,37988000,6620172,0,955.7465,11.815613
38996000,38996000,6620172,0,955.7308,11.814667
39984000,39984000,6620172,0,955.71515,11.81485
40992000,40992000,6620172,0,955.7422,11.816071
42000000,42000000,6620172,0,955.76904,11.817627
42988000,42988000,6620172,0,955.7948,11.81958
43996000,43996000,6620172,0,955.8445,11.822174
44984000,44984000,6620172,0,955.9086,11.825531
45992000,45992000,6620172,0,955.93915,11.826904
47000000,47000000,6620172,0,955.899,11.825287
47984000,47984000,6620172,0,955.87695,11.823853
48992000,48992000,6620172,0,955.87445,11.82251
50000000,50000000,6620172,0,955.8237,11.821259
50988000,50988000,6620172,0,955.82,11.820099
51996000,51996000,6620172,0,955.8022,11.81897
52984000,52984000,6620172,0,955.77167,11.817932
53992000,53992000,6620172,0,955.7658,11.816864
55000000,55000000,6620172,0,955.7312,11.815796
55988000,55988000,6620172,0,955.7225,11.814789
56996000,56996000,6620172,0,955.7027,11.814301
57980000,57980000,6620172,0,955.7096,11.814209
58988000,58988000,6620172,0,955.6992,11.814148
59996000,59996000,6620172,0,955.7297,11.815552
60984000,60984000,6620172,0,955.7752,11.818085
61992000,61992000,6620172,0,955.8485,11.821259
63000000,63000000,6620172,0,955.8919,11.825256
63988000,63988000,6620172,0,955.9437,11.826874
64996000,64996000,6620172,0,955.91254,11.825165
65984000,65984000,6620172,0,955.8679,11.823669
66988000,66988000,6620172,0,955.8327,11.822266
68000000,68000000,6620172,0,955.82355,11.820953
68984000,68984000,6620172,0,955.7937,11.819672
69992000,69992000,6620172,0,955.80676,11.818939
71000000,71000000,6620172,0,955.7906,11.818665
71988000,71988000,6620172,0,955.7877,11.8185425
72996000,72996000,6620172,0,955.76733,11.81842
73984000,73984000,6620172,0,955.7859,11.818268
74992000,74992000,6620172,0,955.77606,11.817932
76000000,76000000,6620172,0,955.7606,11.817505
76988000,76988000,6620172,0,955.8185,11.820038
77996000,77996000,6620172,0,955.89624,11.824585
78980000,78980000,6620172,0,955.9476,11.827728
79988000,79988000,6620172,0,955.93646,11.827728
80996000,80996000,6620172,0,955.95294,11.827728
81984000,81984000,6620172,0,955.9464,11.827728
82992000,82992000,6620172,0,955.93976,11.827728
