timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
8408000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75656000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
80296000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80348000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80396000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80448000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80496000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80548000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80596000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80648000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80696000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80748000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80796000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80848000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80896000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80948000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
80996000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81048000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81096000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81148000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81200000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81256000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81308000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81356000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81408000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81456000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81508000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81556000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81608000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81656000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81704000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81756000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81808000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81856000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81908000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
81956000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82008000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82056000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82108000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82156000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82208000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82256000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
