timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
200000,1310988,1310988,1310996,1311004,0,0.12722683,0.07860078,0.056238245,0.0,1310988,1310988,1310996,1311004,0,0.0040747495,0.003737173,0.0021199703,0.0,1,1,1,0,1,1,1,0
396000,1310988,1310988,1310996,1311004,0,0.01348306,0.069563426,0.07732148,0.0,1310988,1310988,1310996,1311004,0,0.0045185904,0.0037620808,0.008248334,0.0,1,1,1,0,1,1,1,0
596000,1310988,1310988,1310996,1311004,0,0.000871138,0.068283156,0.06823045,0.0,1310988,1310988,1310996,1311004,0,1.7935754e-05,0.008601699,0.008591338,0.0,1,1,1,0,1,1,1,0
796000,1310988,1310988,1310996,1311004,0,0.0021689124,0.017177446,0.017123725,0.0,1310988,1310988,1310996,1311004,0,0.00018758421,0.0024251088,0.0025665152,0.0,1,1,1,0,1,1,1,0
996000,1310988,1310988,1310996,1311004,0,0.012260533,0.020177776,0.014855355,0.0,1310988,1310988,1310996,1311004,0,0.00020969984,0.0004126401,0.00038320664,0.0,1,1,1,0,1,1,1,0
1200000,1310988,1310988,1310996,1311004,0,0.018230736,0.028655326,0.046035923,0.0,1310988,1310988,1310996,1311004,0,0.00015533311,0.0005997951,0.0005716485,0.0,1,1,1,0,1,1,1,0
1396000,1310988,1310988,1310996,1311004,0,0.022491626,0.04461913,0.04269502,0.0,1310988,1310988,1310996,1311004,0,0.00019211466,0.00057282776,0.00048531493,0.0,1,1,1,0,1,1,1,0
1600000,1310988,1310988,1310996,1311004,0,0.04910317,0.02924972,0.026593253,0.0,1310988,1310988,1310996,1311004,0,0.00042066936,0.0005438405,0.00039804107,0.0,1,1,1,0,1,1,1,0
1796000,1310988,1310988,1310996,1311004,0,0.03963112,0.055424236,0.09450803,0.0,1310988,1310988,1310996,1311004,0,0.00067530514,0.0010625195,0.0016843105,0.0,1,1,1,0,1,1,1,0
1996000,1310988,1310988,1310996,1311004,0,0.015195788,0.06602031,0.064099245,0.0,1310988,1310988,1310996,1311004,0,0.0003187246,0.0013979512,0.0011023813,0.0,1,1,1,0,1,1,1,0
