timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
808000,0.0,0.0,0.0,1
2000000,0.0,0.0,0.0,1
2800000,6.017851e-12,9.924444e-05,0.0,0
4000000,2.2665248e-11,2.4766337e-06,0.0,0
4800000,3.268328e-11,9.9055396e-05,0.000384,0
6000000,4.6257106e-11,9.700264e-05,6.02614e-05,0
6800000,5.4425534e-11,8.9490866e-05,0.0004395369,0
7600000,6.195356e-11,1.2723996e-05,0.0005581609,0
8800000,7.215359e-11,0.00010437213,0.0008310068,0
10000000,8.1177925e-11,9.794e-05,0.0007362568,0
10800000,8.660857e-11,9.5062744e-05,0.00067853427,0
11600000,9.161344e-11,7.588949e-06,0.0010080687,0
12800000,9.8394744e-11,9.094337e-05,0.0008918746,0
14000000,1.0439441e-10,7.6078264e-05,0.0007890735,0
14800000,1.08004876e-10,7.491497e-05,0.00072721014,0
16000000,1.12896845e-10,0.00017583305,0.0010368542,0
