timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,105.66504,129.49147,0,6,7326,1024000,0,3,253
2000000,155.32422,85.53096,0,60,10670,1024000,0,3,253
3000000,208.4961,74.03981,0,118,9833,1024000,0,3,253
4000000,263.16895,68.96461,0,181,8205,1024000,0,3,253
5000000,316.4463,65.70729,0,229,9558,1024000,0,3,253
6000000,372.3672,64.02462,0,282,10355,1024000,0,3,253
7000000,435.4414,63.88518,0,339,7902,1024000,0,3,253
8000000,497.8418,63.695213,0,392,7722,1024000,0,3,253
9000000,555.29004,62.98662,0,447,11094,1024000,0,3,253
10000000,616.251,62.78026,0,505,10668,1024000,0,3,253
11000000,675.9502,62.495396,0,560,10894,1024000,0,3,253
12000000,736.22363,62.307346,0,620,10756,1024000,0,3,253
13000000,795.874,62.100037,0,675,10953,1024000,0,3,253
14000000,856.48926,61.992565,0,729,10768,1024000,0,3,253
15000000,920.1543,62.105446,0,784,7696,1024000,0,3,253
16000000,980.7051,62.00715,0,840,7295,1024000,0,3,253
17000000,1041.6797,61.945747,0,896,7489,1024000,0,3,253
18000000,1102.8398,61.90165,0,951,7139,1024000,0,3,253
19000000,1163.1855,61.81896,0,1004,7523,1024000,0,3,253
20000000,1223.6338,61.749786,0,1070,7180,1024000,0,3,253
21000000,1283.7178,61.66976,0,1127,7564,1024000,0,3,253
22000000,1344.5596,61.631813,0,1185,7177,1024000,0,3,253
23000000,1405.8125,61.615204,0,1232,7700,1024000,0,3,253
24000000,1467.0381,61.598843,0,1284,7981,1024000,0,3,253
25000000,1528.4736,61.592262,0,1339,7435,1024000,0,3,253
26000000,1588.9951,61.550785,0,1398,7177,1024000,0,3,253
27000000,1648.4395,61.472233,0,1459,7685,1024000,0,3,253
28000000,1708.3936,61.41766,0,1519,7895,1024000,0,3,253
29000000,1768.4834,61.371582,0,1580,7653,1024000,0,3,253
30000000,1825.335,61.21998,0,1642,10360,1024000,0,3,253
31000000,1884.2451,61.145027,0,1700,10656,1024000,0,3,253
32000000,1947.7334,61.218674,0,1753,7058,1024000,0,3,253
33000000,2004.6016,61.086105,0,1808,10627,1024000,0,3,253
34000000,2070.5723,61.23055,0,1864,7095,1024000,0,3,253
35000000,2131.96,61.23506,0,1926,7252,1024000,0,3,253
36000000,2190.1016,61.14869,0,1990,10355,1024000,0,3,253
