timestamp,speed_xy,speed_up,speed_down,want_takeoff
7648000,5.0,3.0,1.0,0
7668000,5.0,3.0,1.0,0
8648000,5.0,3.0,1.0,0
9568000,5.0,3.0,1.0,0
27628000,5.0,3.0,1.0,0
27648000,5.0,3.0,1.0,0
28628000,5.0,3.0,1.0,0
29608000,5.0,3.0,1.0,0
30608000,5.0,3.0,1.0,0
31608000,5.0,3.0,1.0,0
32628000,5.0,3.0,1.0,0
