timestamp,mag_inconsistency_angle
496000,7.226154e-09
992000,0.0001192763
1496000,1.1274265e-05
1992000,1.1284992e-06
2496000,0.00022473453
2992000,0.0003035766
3488000,3.0194982e-05
3992000,2.8596144e-06
4488000,2.9071734e-07
4992000,3.5251187e-08
5500000,0.00010710564
5996000,3.0795607e-05
6492000,3.0685335e-06
6996000,2.983647e-07
7492000,3.7897276e-08
7996000,1.0449214e-08
8492000,6.1257026e-09
8988000,6.925763e-09
9492000,8.1150215e-09
9988000,7.9641636e-09
10496000,8.1536164e-09
10988000,7.841003e-09
11496000,0.00014239307
11992000,1.41663995e-05
12496000,0.00022318789
12992000,2.2200762e-05
13496000,0.0001437993
13992000,1.4306575e-05
14500000,0.00018251213
14608000,0.00051617186
32692000,0.00049036345
32704000,0.00046584566
33188000,0.0001904535
