timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
504000,inf,0,1,1,1,0,0,1,1,0,1
1504000,inf,0,1,1,1,0,0,1,0,0,1
2504000,inf,0,1,1,1,0,0,1,0,0,1
3504000,inf,0,1,1,1,0,0,1,0,0,1
4504000,inf,0,1,1,1,0,0,1,0,0,1
5504000,inf,0,1,1,1,0,0,1,0,0,1
6504000,inf,0,1,1,1,0,0,1,0,0,1
7504000,inf,0,1,1,1,0,0,1,0,0,1
8236000,inf,0,1,1,1,1,1,1,0,0,1
9236000,inf,0,1,1,1,1,1,1,0,0,1
9604000,inf,0,1,1,1,0,0,1,0,0,1
10604000,inf,0,1,1,1,0,0,1,0,0,1
11604000,inf,0,1,1,1,0,0,1,0,0,1
12604000,inf,0,1,1,1,0,0,1,0,0,1
13604000,inf,0,1,1,1,0,0,1,0,0,1
14604000,inf,0,1,1,1,0,0,1,0,0,1
15604000,inf,0,1,1,1,1,0,1,0,0,1
16396000,inf,0,1,0,0,1,0,1,0,0,1
16404000,inf,0,0,0,0,1,0,1,0,0,1
17404000,inf,0,0,0,0,1,0,0,0,0,1
18404000,inf,0,0,0,0,1,0,0,0,0,1
19404000,inf,0,0,0,0,1,0,0,0,0,1
20404000,inf,0,0,0,0,1,0,0,1,0,1
21396000,inf,0,0,0,0,0,0,0,1,0,1
22396000,inf,0,0,0,0,0,0,0,0,0,1
23396000,inf,0,0,0,0,0,0,0,1,0,1
24396000,inf,0,0,0,0,0,0,0,0,0,1
25396000,inf,0,0,0,0,0,0,0,0,0,1
26396000,inf,0,0,0,0,0,0,0,0,0,1
27396000,inf,0,0,0,0,0,0,0,0,0,1
28396000,inf,0,0,0,0,0,0,0,0,0,1
29396000,inf,0,0,0,0,0,0,0,0,0,1
30396000,inf,0,0,0,0,0,0,0,0,0,1
31396000,inf,0,0,0,0,0,0,0,0,0,1
32396000,inf,0,0,0,0,0,0,0,0,0,1
33396000,inf,0,0,0,0,0,0,0,0,0,1
34396000,inf,0,0,0,0,0,0,0,0,0,1
35396000,inf,0,0,0,0,0,0,0,0,0,1
36396000,inf,0,0,0,0,0,0,0,0,0,1
37396000,inf,0,0,0,0,0,0,0,0,0,1
38396000,inf,0,0,0,0,0,0,0,0,0,1
39396000,inf,0,0,0,0,0,0,0,0,0,1
40396000,inf,0,0,0,0,0,0,0,0,0,1
41396000,inf,0,0,0,0,0,0,0,0,0,1
42396000,inf,0,0,0,0,0,0,0,0,0,1
43396000,inf,0,0,0,0,0,0,0,0,0,1
44396000,inf,0,0,0,0,0,0,0,0,0,1
45396000,inf,0,0,0,0,0,0,0,0,0,1
46396000,inf,0,0,0,0,0,0,0,0,0,1
47396000,inf,0,0,0,0,0,0,0,0,0,1
48396000,inf,0,0,0,0,0,0,0,0,0,1
49396000,inf,0,0,0,0,0,0,0,0,0,1
50396000,inf,0,0,0,0,0,0,0,0,0,1
51396000,inf,0,0,0,0,0,0,0,0,0,1
52396000,inf,0,0,0,0,0,0,0,0,0,1
53396000,inf,0,0,0,0,0,0,0,0,0,1
54396000,inf,0,0,0,0,0,0,0,0,0,1
55396000,inf,0,0,0,0,0,0,0,0,0,1
56396000,inf,0,0,0,0,0,0,0,0,0,1
57396000,inf,0,0,0,0,0,0,0,0,0,1
58396000,inf,0,0,0,0,0,0,0,0,0,1
59396000,inf,0,0,0,0,0,0,0,0,1,1
60396000,inf,0,0,0,0,0,0,0,0,0,1
61396000,inf,0,0,0,0,0,0,0,0,0,1
62396000,inf,0,0,0,0,0,0,0,0,0,1
63396000,inf,0,0,0,0,0,0,0,0,0,1
64396000,inf,0,0,0,0,0,0,0,0,0,1
65396000,inf,0,0,0,0,0,0,0,0,0,1
66396000,inf,0,0,0,0,0,0,0,0,0,1
67396000,inf,0,0,0,0,0,0,0,0,1,1
68396000,inf,0,0,0,0,0,0,0,0,0,1
69396000,inf,0,0,0,0,0,0,0,0,0,1
70396000,inf,0,0,0,0,0,0,0,0,0,1
71396000,inf,0,0,0,0,0,0,0,0,0,1
72396000,inf,0,0,0,0,0,0,0,0,0,1
73396000,inf,0,0,0,0,0,0,0,0,0,1
74396000,inf,0,0,0,0,0,0,0,0,0,1
75396000,inf,0,0,0,0,0,0,0,0,0,1
76356000,inf,0,0,0,0,1,1,0,1,0,1
77356000,inf,0,0,0,0,1,1,0,1,0,1
78356000,inf,0,0,0,0,1,1,0,1,0,1
